age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
43,4,220990,14,11,4,4,4,4,0,64140,0,35,34,0
36,4,81554,12,10,4,1,0,4,1,121,59,48,41,0
20,4,44782,15,8,2,1,0,4,0,4230,57,41,34,0
45,4,385709,8,9,2,12,1,4,1,10,0,44,41,0
23,4,229476,14,8,4,2,4,4,0,2406,204,40,41,1
59,2,305727,14,12,0,1,0,4,1,43923,88,58,38,1
53,2,310572,13,11,6,9,4,4,1,2936,8,64,30,0
54,4,170364,11,14,4,3,1,4,0,62704,136,28,39,0
32,4,74465,12,9,2,13,1,2,1,52595,0,64,26,0
42,4,50169,14,11,4,9,0,4,0,7266,0,46,41,0
18,7,165185,15,10,4,5,3,4,0,86288,196,39,22,1
54,4,33761,9,10,2,5,2,4,1,8618,85,38,41,0
32,4,135244,15,13,0,7,3,4,0,4234,8,57,30,1
65,2,220607,13,6,0,4,4,4,1,1879,332,37,41,0
38,7,107202,10,11,0,1,0,4,1,95,324,47,30,0
43,4,176748,15,12,2,12,4,4,0,905,2,36,41,0
30,4,78227,10,11,4,5,1,4,1,6166,23,18,41,0
19,4,63340,9,11,4,5,3,4,1,1503,103,29,36,0
26,4,79780,15,14,2,0,1,4,0,37724,1,34,41,0
37,6,43334,9,12,2,4,0,4,0,6297,0,55,41,0
34,4,244942,10,11,4,2,3,4,1,28957,379,51,41,0
56,4,194886,15,9,2,10,2,4,1,38106,303,39,29,1
51,4,62961,11,11,2,4,1,4,1,55618,209,43,36,0
31,4,275358,15,9,4,13,0,4,1,0,60,50,21,0
23,4,328339,4,7,4,11,0,4,1,966,273,28,31,0
25,4,261180,14,8,2,11,3,4,0,57106,3,25,41,1
40,4,273773,15,13,2,12,0,4,1,2510,399,64,21,0
30,1,331437,14,9,2,0,0,4,0,628,3,18,27,0
40,4,49530,9,2,2,0,1,4,1,4,146,14,23,0
70,4,103454,11,11,2,8,0,4,1,98621,0,44,36,0
52,4,271082,14,15,2,8,3,4,0,31,358,63,38,0
45,4,145978,13,14,2,14,0,4,1,65035,0,54,33,1
42,2,252260,13,11,2,1,3,4,1,2030,286,41,41,0
24,4,79211,15,9,4,14,0,4,1,584,0,63,25,0
48,4,169507,9,12,4,11,0,4,1,237,17,25,33,0
32,1,22418,4,11,4,1,1,4,1,5756,3,54,41,1
73,4,153683,8,10,0,2,1,4,1,9872,1,41,36,0
65,7,104476,6,12,6,7,0,4,1,13550,53,34,36,1
25,4,303741,14,12,4,7,1,4,1,1199,4,39,38,0
26,4,275117,14,9,2,10,1,4,0,62521,0,57,21,0
23,4,298372,15,10,4,5,4,4,0,32,553,25,25,0
47,4,424190,15,7,5,10,0,4,1,26930,30,38,21,0
45,4,64672,8,9,2,6,1,4,1,29681,0,33,14,0
26,4,106785,9,8,4,3,0,1,1,0,0,36,41,0
33,4,127238,12,12,2,1,3,4,1,93856,85,48,41,1
39,4,43056,4,10,2,14,0,4,1,15045,0,38,32,0
38,4,263315,13,9,2,6,1,4,1,5134,0,38,20,0
56,4,208610,15,10,2,6,0,2,1,69550,34,51,40,0
51,0,198169,15,8,2,6,3,2,0,7895,21,14,38,0
54,4,42596,6,4,2,11,3,4,1,44085,5,33,41,0
59,6,183695,10,8,0,12,1,4,0,17974,6,60,37,0
55,2,411767,14,15,0,3,1,4,1,67888,2,64,33,0
18,4,99072,15,11,4,9,4,4,1,29040,17,52,33,1
47,6,99889,4,12,0,7,0,4,0,18612,126,33,41,0
21,4,47883,11,8,4,7,3,4,1,1726,160,37,33,0
23,4,40015,15,12,4,3,1,4,0,11,0,41,41,0
61,7,281796,15,10,4,4,0,2,1,33257,5,39,26,0
29,4,95444,15,12,4,2,1,4,1,1719,17,42,41,0
66,4,144927,15,10,2,4,0,4,1,31,2,46,40,0
45,4,171319,15,11,2,1,0,2,0,6497,21,53,34,0
24,4,31908,8,5,4,12,3,4,1,553,2,40,41,1
21,4,395010,13,11,0,14,0,1,0,345,49,31,41,0
34,4,300992,8,14,4,9,2,4,1,28512,588,40,26,0
52,0,185307,12,12,2,14,0,4,0,39,4,52,41,1
41,7,473320,15,8,2,8,4,2,0,16085,0,33,34,0
26,4,290400,15,10,0,7,0,1,1,1689,0,48,24,0
36,4,237606,10,12,2,4,0,4,1,9579,471,39,26,0
26,4,188721,15,11,2,8,1,4,1,122,16,38,41,0
51,4,142734,15,11,0,4,1,2,0,29078,0,43,22,0
36,4,399019,13,14,2,1,3,4,0,71445,10,33,41,0
37,4,179986,11,11,4,0,3,4,0,1450,37,32,41,0
42,4,456273,15,10,2,0,2,4,1,90502,2,52,40,0
24,4,213334,15,11,4,12,3,4,0,1912,38,27,27,1
27,4,389078,14,13,4,2,0,4,1,67296,175,30,31,0
74,0,38790,10,11,5,1,0,4,1,32394,0,47,33,0
18,4,454744,15,6,2,12,3,4,1,9175,0,58,6,0
51,2,121917,8,9,4,8,1,4,1,91283,19,67,41,0
62,4,85803,12,9,2,4,0,4,1,588,1,47,38,1
20,0,136833,9,6,4,9,0,4,1,87748,0,29,20,0
24,4,144869,10,3,4,0,3,4,1,44108,0,21,31,0
28,4,232158,15,7,4,1,0,4,1,934,16,55,34,0
30,4,132249,3,11,4,8,0,4,1,16347,0,7,41,1
53,4,209404,12,10,5,7,0,4,1,212,0,53,40,1
21,4,399725,9,9,2,3,0,4,0,95638,0,48,41,0
31,4,100115,14,10,4,11,0,4,1,39,4,60,33,0
30,4,297125,11,8,4,9,4,4,0,4,13,36,34,0
66,0,189049,15,15,2,3,1,2,1,22527,0,44,39,1
44,0,31774,15,11,2,8,1,4,0,6,15,48,18,0
40,4,159976,15,11,5,1,0,4,1,34590,10,26,41,0
23,4,112953,13,11,4,12,0,0,0,84964,0,40,32,0
58,4,279692,15,14,2,11,1,1,1,94957,0,72,31,1
38,4,78008,11,12,4,13,0,4,0,56095,13,36,41,0
39,1,167241,15,15,2,10,1,2,0,6411,288,58,41,0
32,2,84821,14,11,0,2,0,4,1,98984,0,22,41,1
31,4,571464,15,13,2,2,5,4,1,56141,2,32,41,0
50,4,178164,11,11,2,6,1,4,1,10117,577,48,32,1
18,5,165379,15,10,4,1,0,4,1,92575,0,36,41,0
52,6,218727,14,9,2,1,0,4,1,32230,13,31,18,1
54,4,287657,14,11,0,11,1,4,1,47,409,48,41,0
39,4,360034,13,6,4,10,0,4,1,0,381,21,29,0
52,4,262792,12,15,2,8,4,4,1,74772,1,34,35,0
22,4,243366,10,7,2,9,3,4,0,15151,0,25,20,0
30,6,373337,15,10,4,3,3,4,0,22164,47,51,41,0
50,7,60694,15,12,2,1,1,4,1,15578,23,44,41,0
23,0,799245,10,10,4,10,1,4,1,5296,253,59,31,0
27,4,263158,15,10,2,9,3,4,0,21627,17,56,41,0
48,4,57955,10,10,4,6,0,4,1,51216,216,37,39,0
25,4,192851,15,13,5,6,0,4,0,22,156,15,33,0
26,4,132199,11,13,4,2,1,4,1,83491,68,40,37,0
64,7,98315,13,12,4,5,1,4,1,38547,0,44,41,0
27,4,86145,15,13,0,10,0,4,1,35881,209,27,41,1
51,7,38947,14,13,2,1,5,4,0,90955,1,20,41,0
26,0,158567,14,11,4,4,0,4,1,50971,24,48,38,0
20,4,62368,14,7,4,10,0,4,1,54606,1,58,41,0
40,4,70730,10,9,2,10,0,4,1,45891,180,48,41,0
33,4,39522,10,8,2,6,3,4,0,228,0,34,22,0
31,4,153600,11,8,4,7,0,4,1,567,0,19,41,0
34,6,112362,7,8,4,10,1,4,1,3820,0,50,35,0
18,4,108098,14,13,4,1,0,4,1,5,10,33,41,0
43,7,288090,13,10,4,1,3,4,0,69917,53,39,41,1
45,0,109046,15,13,4,2,1,4,1,3170,196,42,41,0
53,2,62581,15,14,0,7,3,4,1,8008,70,28,26,0
49,4,58912,15,16,0,1,0,4,1,85756,51,62,34,1
58,4,134658,13,13,2,0,1,4,0,48484,0,42,41,0
31,4,547281,15,9,4,6,1,4,1,9151,0,48,32,0
34,2,289147,14,11,2,2,0,4,0,25923,255,19,41,0
27,4,96650,10,10,4,7,0,4,1,83450,0,21,40,0
52,6,321220,4,9,6,10,3,4,1,5862,7,36,37,0
47,1,439894,14,12,2,5,1,4,1,42889,7,36,40,0
55,4,295752,13,9,4,6,1,4,1,98135,2,46,40,0
28,2,132544,15,13,4,7,0,4,0,4022,0,38,41,0
23,6,46280,14,11,4,3,0,4,0,169,8,27,30,0
35,4,535892,10,7,2,7,5,4,1,15628,0,52,21,0
51,4,255074,15,12,2,3,0,2,1,64,13,33,41,0
64,4,345471,6,12,2,3,0,4,0,19546,0,56,36,0
52,4,67908,13,8,0,7,4,4,0,701,180,44,35,0
35,4,101954,12,13,2,4,0,4,1,9937,120,53,33,1
53,0,71232,12,9,2,9,4,4,1,1055,108,57,38,1
72,4,107057,15,16,2,13,0,2,1,21394,12,52,25,0
31,4,74953,12,10,0,1,3,4,0,1049,0,39,35,0
41,6,358438,15,9,2,4,2,4,0,23997,0,29,36,0
27,4,58349,3,10,4,14,1,4,1,1,22,66,30,0
36,0,118548,13,7,2,6,3,2,0,2679,0,48,37,1
17,7,144483,14,4,4,10,0,4,1,308,17,51,40,0
29,2,388691,14,6,2,13,4,4,1,551,0,22,41,0
30,7,260134,15,11,2,3,5,4,0,15852,0,36,41,0
21,0,126830,11,10,4,3,1,4,1,125,134,46,29,0
20,4,190105,15,8,2,6,0,4,1,127,0,28,28,0
47,2,154183,6,11,4,8,0,4,1,37680,91,35,20,0
37,4,221388,12,13,6,12,0,2,1,23297,4,54,41,1
28,4,179113,14,6,2,10,3,4,1,36580,91,41,41,0
43,4,219590,13,12,2,1,0,4,0,17172,19,31,36,1
26,2,58606,12,13,6,7,5,4,1,4959,387,58,41,0
70,4,59284,15,11,4,14,1,4,1,72447,0,84,34,1
55,4,433041,15,13,0,3,1,4,1,25256,6,52,41,1
50,2,34828,14,15,2,9,1,4,0,40292,1,52,41,1
47,6,206900,5,9,4,3,3,2,1,33339,66,53,39,0
32,4,72410,9,6,4,5,0,2,1,63549,0,33,41,0
18,4,46501,15,12,2,13,0,4,1,90791,6,29,41,0
17,7,144609,14,13,4,7,1,4,0,1019,33,32,36,0
29,4,335245,12,12,2,13,0,4,1,401,69,71,22,0
31,4,121326,11,7,2,7,3,4,1,48872,0,44,40,1
41,4,116481,15,12,2,3,1,2,1,44568,5,51,41,0
38,4,165166,15,16,4,3,1,4,0,26260,0,49,33,0
32,4,153889,14,7,2,6,4,4,1,91913,0,41,20,0
45,6,135613,15,10,0,12,4,4,1,76029,0,34,41,0
46,4,46398,7,9,2,6,2,4,1,13254,6,35,39,0
36,6,322171,12,14,2,5,1,1,0,10302,1,34,31,1
48,4,148488,15,9,2,8,3,4,0,50745,0,46,33,1
54,4,194975,10,10,0,10,3,1,1,84822,173,39,16,1
22,4,199077,8,5,2,5,0,4,1,63566,0,52,33,1
35,4,157685,7,13,0,9,0,4,0,71,0,33,38,0
36,0,125171,9,8,2,10,3,4,1,69612,12,33,12,1
32,0,245503,15,11,2,2,1,4,1,34932,0,34,31,0
49,5,219993,13,12,2,0,1,4,1,61176,0,53,31,0
29,4,112617,14,11,2,1,0,4,1,2304,0,29,41,0
45,4,211464,14,10,2,13,1,4,0,74810,4,58,41,1
78,4,75994,13,10,0,14,1,4,1,75358,26,40,36,1
58,4,351317,9,9,0,10,0,4,0,35675,14,56,40,0
28,4,327646,12,9,0,9,0,4,1,30478,0,16,41,0
62,0,52068,8,13,2,6,0,4,0,44691,0,40,37,0
31,4,66784,8,11,2,8,0,4,1,56,1,42,41,0
42,4,190182,15,11,4,2,0,4,1,20238,2,46,40,1
28,4,140686,10,7,2,3,0,4,0,81327,0,44,18,0
43,4,40686,15,10,2,8,0,4,1,41381,0,45,28,1
28,4,319421,13,11,4,13,0,4,1,45208,15,55,23,0
32,4,113052,15,14,2,10,0,4,1,7,27,47,24,1
31,4,74465,11,7,2,4,0,4,1,1446,61,34,41,0
59,4,126819,15,10,0,11,1,4,0,96044,36,47,41,1
56,4,110590,10,9,2,12,1,4,1,87379,3,38,23,1
36,6,234787,2,9,2,3,1,4,1,44174,181,53,41,1
24,5,38059,10,12,4,1,3,4,0,84291,28,48,28,0
28,4,86815,15,12,2,7,0,4,0,3820,42,22,33,0
37,1,197368,9,10,4,2,3,4,1,493,72,50,33,1
45,4,195460,6,7,2,0,0,4,1,5576,0,59,31,1
71,1,63523,15,10,0,3,0,4,1,41,2,54,34,0
42,4,49153,9,9,0,6,0,4,1,9995,414,45,39,1
20,4,305241,15,11,2,10,0,4,0,13781,83,40,28,0
39,4,118865,13,6,2,12,0,4,1,14664,0,47,41,0
33,7,53622,15,8,2,9,2,4,1,4263,2,20,23,0
47,4,385503,13,10,2,10,0,4,1,25127,28,36,34,1
68,4,64378,5,12,5,8,1,4,1,6881,170,41,23,0
33,4,178662,9,8,4,14,2,4,1,170,37,46,15,1
42,4,160521,14,8,2,13,1,4,1,30031,3,31,20,0
30,4,417025,15,11,2,6,5,4,0,3424,2,51,38,0
67,0,265776,15,7,2,7,0,4,1,13049,0,53,38,0
17,4,211151,14,13,4,6,0,2,0,47898,0,25,26,0
49,5,40177,12,9,2,10,0,2,1,1079,0,40,41,0
21,4,127078,15,7,4,4,0,4,1,9,0,28,41,0
53,4,170733,11,8,0,0,3,4,0,28770,0,47,30,0
29,4,50615,5,10,2,4,4,4,1,15105,0,55,26,0
50,4,143813,10,8,2,6,0,4,0,78,0,34,31,0
45,4,136362,15,14,4,12,0,2,1,30186,0,66,22,1
31,1,248053,14,11,2,2,0,4,1,65156,1,32,34,1
60,4,164659,10,9,2,1,3,4,0,1394,427,36,12,0
32,4,273834,11,12,4,12,1,4,1,399,137,34,41,0
35,4,152410,9,9,4,9,0,2,0,556,38,62,41,0
53,7,152916,12,11,5,0,0,2,1,16293,1,56,41,0
36,4,348133,15,4,4,3,0,4,1,4379,7,31,23,0
19,4,123308,10,10,4,12,0,4,0,35485,0,70,41,0
31,4,117964,11,9,2,1,0,4,1,0,6,32,41,0
41,4,89517,14,12,4,10,1,4,1,27073,173,60,35,1
29,0,177757,15,11,4,2,0,4,0,2406,345,22,19,0
57,2,417672,15,6,5,14,3,4,0,45742,69,49,41,0
27,1,219204,13,12,4,3,3,2,0,309,0,22,36,0
22,4,105784,9,7,4,12,1,4,1,2792,0,32,22,0
48,4,105152,13,9,4,2,0,4,1,6020,0,33,34,0
27,4,21570,13,7,2,12,0,4,0,12549,0,41,34,0
53,4,234116,11,16,2,12,1,4,1,18266,258,46,29,1
62,1,190120,15,12,2,12,3,4,1,35060,0,50,41,0
30,4,152331,15,7,2,14,0,2,0,1650,101,36,38,0
35,4,212639,15,16,2,3,0,4,1,181,403,45,41,0
27,0,193152,15,9,2,10,4,4,0,8515,62,48,39,0
51,4,161154,15,11,6,8,5,4,0,27180,7,49,25,0
30,4,121841,15,11,4,4,0,2,0,1131,2,1,38,0
46,4,146490,14,13,2,9,0,4,1,6582,229,18,40,0
28,4,154243,13,9,2,11,1,3,0,3132,2,22,38,0
25,4,378829,13,12,2,8,1,4,1,0,107,55,27,0
56,4,482782,9,14,2,11,1,1,0,17671,96,21,24,0
20,4,84909,15,9,2,13,5,4,1,661,56,44,27,0
49,6,92230,7,10,2,10,1,4,1,77781,0,43,21,0
39,4,74989,14,8,2,13,3,4,0,5440,1,49,36,0
19,4,197228,15,11,2,4,0,4,1,10,0,41,34,0
53,4,200821,15,14,5,13,5,4,1,190,0,66,41,0
48,4,169820,3,8,0,1,0,4,1,19601,315,27,40,0
33,1,82078,15,16,4,2,3,4,1,33812,22,40,41,0
36,0,409296,14,10,4,9,4,4,1,48005,54,43,31,1
29,4,85583,14,7,4,5,0,2,0,12,0,37,24,0
59,4,127129,11,6,0,1,0,4,0,218,279,25,35,0
67,7,217865,15,11,2,5,3,4,1,1,0,65,31,0
30,4,164141,15,13,2,8,3,4,0,1499,0,49,29,0
48,2,357752,15,5,0,9,1,4,1,49,0,47,19,0
61,4,175218,12,12,2,6,0,4,1,2331,3,31,41,1
39,2,23706,5,11,2,6,0,4,1,16162,82,33,34,1
17,4,88258,13,7,4,2,4,4,1,8209,0,40,41,0
20,4,321471,14,9,2,1,5,4,1,58125,0,33,41,0
17,4,37196,14,8,4,2,0,4,1,3,1,29,41,0
37,4,182802,8,6,0,8,3,4,1,35154,20,46,37,0
34,4,50624,14,9,2,12,0,4,1,22341,40,44,41,0
48,4,374550,11,9,2,8,0,4,1,0,0,50,35,0
67,6,97087,14,15,2,9,1,4,0,87806,1,35,41,1
30,6,232298,15,9,5,10,4,4,1,1210,345,53,41,1
32,7,80295,8,6,4,7,3,4,0,641,2,45,36,0
67,6,175574,13,16,4,5,0,4,1,33510,5,27,41,1
52,4,245088,15,9,2,5,1,4,1,43417,1,42,41,0
39,4,154430,8,5,5,2,3,4,0,0,359,50,39,0
61,2,123877,15,14,2,11,3,4,1,8723,0,30,33,0
59,6,357107,8,14,0,14,3,4,1,78764,0,50,34,0
65,6,51248,15,11,2,7,0,4,0,66264,0,41,41,0
39,4,116907,14,12,2,12,0,4,1,934,166,35,38,0
27,4,138508,9,6,4,3,0,2,1,1250,145,32,41,0
57,2,249390,14,14,2,4,1,4,0,37700,0,46,41,0
39,5,119695,14,10,2,10,1,4,1,99,0,58,26,0
17,5,521531,15,8,4,13,3,4,1,641,55,36,14,1
21,4,155079,10,9,3,13,0,4,1,8626,0,40,27,1
27,4,410570,13,8,2,2,4,4,1,37835,4,23,24,0
41,4,103102,12,13,2,2,1,4,1,23559,355,40,28,0
25,7,121122,13,14,2,4,0,4,1,93346,2,48,31,0
52,4,492476,11,12,6,3,3,4,1,198,0,52,39,1
36,4,208544,15,8,2,6,0,4,0,5963,4,46,41,0
48,2,336074,14,10,2,7,1,4,0,9004,16,32,36,0
34,6,41004,14,10,4,1,4,4,0,1227,0,40,37,0
22,6,106094,13,11,2,5,1,4,0,20554,4,50,37,0
26,7,223523,13,7,4,11,2,4,1,1325,118,37,32,1
38,4,125227,15,12,2,8,0,4,0,1451,23,37,41,0
56,0,88700,14,14,2,8,0,4,1,4,167,49,36,0
36,4,775217,4,8,4,7,0,4,1,2,4,40,18,0
42,4,73669,15,11,4,12,1,4,1,84984,5,40,29,0
40,4,88867,14,7,4,8,3,4,1,5025,37,23,39,0
30,6,37506,12,12,4,5,4,4,1,470,24,57,41,1
66,7,38673,15,16,2,3,1,4,1,53803,4,50,41,0
47,4,151871,14,11,2,14,0,4,1,35929,8,42,41,0
47,4,201924,15,16,2,10,1,4,1,11764,0,27,39,1
42,4,201811,10,10,4,4,0,2,1,14816,0,40,37,0
68,6,291330,14,10,3,13,0,4,1,58919,50,32,41,0
65,4,36986,14,9,0,4,0,4,0,1052,0,48,41,0
27,4,85880,15,7,2,12,1,4,1,1312,10,50,41,0
21,4,40222,13,10,4,1,0,4,1,3,136,5,33,0
31,4,69781,14,14,0,9,1,4,1,85818,1,57,21,0
38,4,352078,5,7,4,3,0,4,1,70306,8,54,41,0
31,6,260028,15,9,2,11,1,4,0,90819,13,46,17,1
56,6,99143,13,10,2,10,3,4,1,79376,0,51,41,1
44,4,136551,14,9,2,0,0,4,1,93844,475,41,41,0
23,4,57549,15,10,4,9,1,4,0,63912,11,35,26,0
36,4,350982,8,12,6,3,1,4,1,3867,0,26,41,0
28,4,145395,13,7,2,10,0,4,0,3318,1,57,24,1
46,4,101008,14,13,6,8,4,4,1,52935,224,38,31,1
55,2,77552,14,9,2,2,2,4,0,98248,59,43,7,1
22,4,278315,14,14,2,1,3,4,0,55,107,30,41,0
45,4,204819,3,8,6,6,4,4,0,1228,0,26,26,0
29,4,329270,14,6,2,7,0,4,1,2783,0,43,25,0
30,4,101374,14,5,2,12,5,4,1,26385,0,49,41,0
73,4,46425,11,6,0,6,0,4,0,22198,25,48,28,0
40,4,266271,15,10,6,0,4,4,0,208,0,30,33,0
18,0,205657,14,14,4,6,0,4,0,92,57,54,31,0
48,4,49661,14,10,2,9,0,2,1,4709,0,31,41,0
20,4,128039,15,12,4,3,0,4,1,546,5,39,33,0
21,7,155618,14,14,4,7,0,4,1,7722,0,15,25,0
23,1,37868,13,8,2,3,1,4,0,363,154,18,39,0
32,5,254468,14,11,4,8,4,4,0,93053,0,43,26,1
40,4,54122,13,6,4,10,5,2,1,16,0,30,32,1
39,6,479183,15,9,4,2,1,4,1,31028,3,51,39,0
22,7,222642,14,10,2,0,4,4,0,74937,0,16,29,0
41,4,133340,13,13,2,13,1,2,1,151,81,63,36,0
24,4,126297,15,11,2,10,4,4,0,266,0,47,36,0
