age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
21,4,87189,1,7,4,14,1,4,1,1,0,40,39,0
37,4,212945,9,13,0,1,1,4,1,0,0,40,39,0
27,4,119136,11,9,4,14,4,4,0,0,0,40,39,0
37,4,174173,9,13,0,3,1,4,1,2,0,45,39,0
24,4,131746,9,13,4,12,3,4,1,0,0,40,39,0
42,4,188102,9,13,4,10,1,4,0,0,0,40,39,0
34,4,179058,11,9,0,1,1,4,0,2,0,40,39,0
53,4,110051,9,13,2,10,0,4,1,0,1,40,39,1
65,0,97937,11,9,2,10,0,4,1,5,0,40,39,1
48,4,180399,11,16,0,10,1,4,0,0,0,50,39,1
60,6,34916,5,4,2,5,0,4,1,0,0,56,39,0
19,0,201162,9,13,4,10,3,4,1,0,0,40,39,0
66,4,70416,1,4,2,3,0,4,1,0,0,40,39,0
46,4,209107,15,10,0,12,1,4,1,1,0,40,39,0
41,4,143301,11,9,0,7,4,4,0,4,0,40,39,0
39,4,81440,9,13,0,12,1,4,0,0,1,40,39,1
45,4,129121,14,15,2,12,0,4,1,28,0,50,39,1
33,4,198996,11,9,2,3,0,4,1,0,0,40,39,0
21,4,111135,11,9,4,10,3,4,1,3,0,12,39,0
25,0,95445,7,12,4,10,1,4,0,0,0,50,39,0
31,4,71155,1,7,2,14,0,4,1,0,0,40,39,0
30,4,197783,11,9,4,14,1,4,1,2,1,45,39,0
41,6,95294,15,10,2,3,0,4,1,1,1,40,39,0
47,4,147129,13,15,2,8,0,1,1,0,0,40,39,1
60,4,81007,5,4,2,1,0,4,1,1,1,40,39,1
58,5,85968,11,9,2,3,0,4,1,7,0,50,39,1
40,4,116687,9,13,0,4,1,4,0,0,0,40,39,0
61,2,98646,15,10,2,11,0,4,1,0,1,40,39,0
49,2,139823,12,14,2,13,5,1,0,2,1,40,39,1
54,4,125723,15,10,2,14,0,4,1,3,1,40,39,1
62,4,116354,11,9,2,8,5,4,0,0,0,40,39,1
54,0,112518,1,7,0,10,4,4,0,3,0,40,39,0
44,4,111660,9,13,0,3,1,4,1,4,0,40,39,1
20,4,93176,8,11,4,3,3,4,1,0,0,40,39,0
60,4,137730,11,9,2,8,0,4,1,0,0,40,39,0
47,6,57888,11,9,2,3,0,4,1,3,0,50,39,1
47,4,95500,1,7,0,3,4,2,1,0,0,40,39,0
17,4,120922,1,7,4,10,3,4,1,1,0,17,39,0
29,4,111938,9,13,4,8,1,1,1,5,0,40,39,0
19,4,191929,11,9,4,8,2,4,1,1,1,14,39,0
67,4,120767,15,10,2,8,0,4,1,0,1,40,39,0
47,4,88620,15,10,2,1,5,4,0,0,0,40,39,0
60,6,106529,11,9,2,8,5,4,0,4,1,11,39,0
33,4,143642,15,10,2,3,0,4,1,0,1,40,39,0
46,4,148558,9,13,2,10,5,4,0,0,0,40,39,0
39,4,150302,11,9,0,8,1,4,0,2,0,40,39,0
43,4,74119,15,10,2,1,0,4,1,3,0,40,39,1
67,5,85333,9,13,2,14,0,4,1,7441,0,40,39,1
51,4,118577,11,9,2,1,0,4,1,1,0,40,39,0
22,4,82718,15,10,4,12,3,4,1,3,0,40,39,0
20,4,188136,11,9,4,8,3,2,0,0,0,40,39,0
68,5,118515,9,13,2,4,0,4,1,0,0,40,39,1
27,4,124511,11,9,4,1,1,4,1,0,0,40,39,0
30,4,82882,11,9,4,8,4,4,0,0,0,40,39,0
20,4,122124,0,6,4,6,3,4,1,1,0,40,39,0
22,4,211357,9,13,4,8,3,4,0,0,1,40,39,0
42,2,44075,9,13,0,10,1,4,0,0,0,40,39,1
64,4,115361,1,10,6,8,4,2,0,0,0,40,39,0
63,4,145056,7,12,5,10,4,2,0,1,0,40,39,0
35,1,123978,9,13,4,1,1,2,0,0,0,40,39,0
22,0,69401,15,10,4,10,1,4,0,1,1,40,39,0
29,4,184549,9,13,4,13,1,4,1,2637,0,40,39,0
44,4,104307,6,12,5,1,4,1,0,1,0,40,39,0
25,4,97407,11,9,4,3,1,4,0,0,0,40,39,0
26,4,107077,9,13,0,3,1,4,1,3,0,40,39,0
34,4,186239,11,9,4,10,1,4,0,1,0,40,39,0
20,4,180060,15,10,4,10,3,4,1,2,0,40,39,0
22,4,200779,11,9,4,12,3,4,1,0,1,40,39,0
59,4,115143,11,9,5,10,4,2,1,0,0,40,39,0
45,4,203237,8,11,0,12,4,4,0,2,0,40,39,0
42,4,188296,11,9,2,12,5,4,0,0,0,40,39,0
58,4,92570,11,9,2,8,0,4,1,2,0,40,39,0
27,4,162995,15,10,2,1,0,4,1,0,0,40,39,0
41,4,190272,12,13,2,10,5,4,0,4,1,40,39,1
55,4,79060,9,13,3,8,1,1,0,1,0,40,35,0
46,2,207770,9,13,4,10,1,4,0,0,0,50,39,1
45,4,100389,11,9,2,10,0,4,1,0,0,40,39,1
58,4,82771,15,10,2,10,1,4,1,2,0,40,39,0
28,4,89929,1,7,2,14,0,4,1,2601,0,40,39,0
18,4,80039,11,9,4,8,3,4,0,0,0,11,39,0
42,4,69033,8,11,2,12,0,4,1,0,0,40,39,0
35,4,116087,15,10,2,3,0,4,1,1,1,40,39,0
43,4,98661,9,13,2,12,0,4,1,0,0,50,39,1
50,4,188764,11,9,2,1,0,4,1,0,0,40,39,0
47,4,126713,15,10,0,1,1,4,1,0,0,40,39,0
63,4,95249,8,4,6,10,1,4,0,0,0,13,39,0
44,4,186999,11,9,0,7,4,2,0,0,0,40,39,0
31,4,181442,9,13,2,10,0,4,1,1,0,45,39,1
54,4,175906,11,9,2,3,0,4,1,0,1,40,39,1
28,4,180557,11,9,4,7,1,4,0,0,0,40,39,0
26,4,134322,7,12,4,11,3,4,1,0,0,40,39,0
45,4,126395,8,4,0,3,1,4,1,2,1,40,39,0
47,4,141087,12,14,0,10,1,4,1,4,1,40,39,1
50,6,142229,15,10,2,3,0,4,1,0,0,40,39,1
41,4,188301,8,11,2,1,0,4,1,0,0,45,39,1
59,0,172747,15,10,4,0,1,4,0,0,0,40,39,0
46,2,87365,15,10,4,1,1,4,0,2,0,40,39,0
57,4,87675,6,5,6,1,4,4,0,0,0,40,39,0
57,4,119777,12,14,2,12,0,4,1,0,0,40,39,1
69,4,119867,15,10,6,12,4,4,0,2,0,10,39,0
45,4,89190,11,9,0,10,4,4,0,3,0,40,39,0
61,4,133038,12,14,5,8,4,1,0,1,0,40,34,0
52,4,155815,11,9,2,13,5,4,0,1,1,40,39,1
57,4,59733,8,11,2,10,0,4,1,7432,0,40,39,1
72,6,84232,11,5,2,5,0,4,1,0,0,40,39,0
27,4,77715,9,13,4,12,3,4,0,4,1,40,39,0
56,4,88198,1,6,2,14,0,4,1,1,1,40,39,0
48,4,196555,9,13,2,10,0,4,1,2,1851,46,39,1
54,4,128621,5,4,6,8,4,4,0,0,0,11,39,0
45,4,192571,7,12,2,12,5,4,0,0,0,40,39,0
22,4,152964,11,9,4,7,3,4,0,0,0,40,39,0
25,4,177707,15,10,4,8,4,4,0,1,0,40,39,0
63,6,131566,9,13,2,10,0,4,1,0,0,12,39,0
60,4,100449,5,4,0,8,4,4,1,0,0,40,39,0
34,4,85060,11,9,0,14,1,4,1,0,1,40,39,0
27,4,103812,15,10,4,14,1,4,1,3108,0,40,39,0
40,4,100855,9,13,2,3,0,4,1,3,1,50,39,0
59,7,64992,12,14,2,10,0,1,1,1,0,40,39,1
57,4,105482,11,9,5,10,4,4,0,0,1,40,39,0
42,4,94789,7,12,2,3,0,4,1,7638,0,40,39,1
46,5,103214,12,14,2,10,0,4,1,5,0,50,39,1
39,4,177244,9,13,0,14,0,4,1,0,0,50,39,0
57,4,174357,15,10,2,14,0,4,1,0,1,40,39,1
27,4,204151,7,12,4,8,1,4,0,2,0,40,39,0
30,4,100339,11,9,0,14,1,4,1,0,1,40,39,0
25,4,218550,9,13,2,3,0,4,1,0,0,40,39,0
33,4,113526,15,10,2,3,0,4,1,0,0,50,39,0
45,4,94478,11,9,2,10,0,4,1,4,0,50,39,1
46,4,145151,11,9,2,3,0,4,1,0,0,40,39,0
52,2,114403,9,13,2,10,0,4,1,2,0,50,39,1
18,4,165826,1,7,4,8,3,4,0,3,0,40,39,0
42,4,87431,9,13,0,10,1,4,0,0,0,40,39,0
60,4,112086,11,9,2,10,0,4,1,1,0,40,39,0
33,4,98295,11,9,2,12,1,4,1,0,2,50,39,0
22,4,187020,11,9,4,10,3,4,1,0,0,40,39,0
36,4,100317,9,13,0,10,1,4,1,3,1,40,39,0
44,5,111885,9,13,2,10,0,4,1,0,1,50,39,1
54,4,74028,15,10,2,1,0,4,1,2,0,40,39,0
36,4,52563,8,11,4,14,1,4,1,0,0,32,39,0
53,4,188592,11,9,2,1,0,4,1,2,2,40,39,0
31,4,201404,9,13,4,12,1,4,0,3,1,40,39,0
24,4,87113,9,13,4,10,1,4,1,0,1,40,39,0
23,4,98808,5,4,4,8,1,1,1,1,0,40,39,0
26,7,131902,9,13,4,10,1,1,1,0,0,40,36,0
54,6,112426,11,16,0,10,1,4,0,0,0,68,39,0
52,4,154573,13,15,2,1,0,4,1,7405,0,40,39,1
36,4,186404,9,13,2,12,0,4,1,14968,0,45,39,1
49,4,94172,11,9,2,3,0,4,1,0,1,40,39,0
26,4,165059,15,10,4,10,1,4,1,1,0,40,39,0
40,6,147699,7,12,0,3,1,4,1,3620,0,50,39,1
29,4,131087,1,6,2,3,0,4,1,3,0,40,39,0
46,4,193481,15,10,0,1,4,4,0,1,0,40,39,1
34,4,197637,9,13,0,12,1,4,1,0,1,45,39,0
31,4,108402,8,11,0,10,1,4,0,4,1,40,39,0
67,4,107596,4,3,6,10,1,4,0,0,0,40,39,0
33,4,169836,11,9,2,1,0,4,1,0,0,40,39,0
67,0,93234,9,13,6,4,1,4,0,1,0,10,39,0
33,4,62215,11,9,4,5,1,4,1,0,0,50,39,0
35,4,134539,11,9,0,14,1,4,1,0,0,40,39,0
40,4,93105,12,14,2,10,0,4,1,0,0,50,39,1
46,4,142376,8,11,2,13,0,4,1,0,0,40,39,1
58,4,118178,15,10,2,8,5,4,0,2,0,11,39,0
28,6,113083,3,9,2,14,0,4,1,0,0,54,39,0
29,4,170380,15,10,0,1,4,4,0,0,0,40,39,0
58,5,82236,3,9,2,14,0,4,1,1,1,40,39,1
24,4,77485,12,14,4,8,1,1,0,2,0,13,39,0
24,4,206609,11,9,4,10,3,4,0,0,0,40,39,0
68,5,113152,15,10,2,4,0,4,1,7616,1,40,39,1
37,4,148475,11,9,2,10,0,4,1,0,1,50,39,0
33,6,37426,11,9,0,14,1,4,1,1,0,50,39,0
37,4,118219,11,9,4,8,1,4,1,3,0,40,39,0
67,4,116801,11,9,2,8,0,4,1,0,0,40,39,0
64,4,84447,9,13,2,10,0,4,1,1,0,40,39,1
56,4,96313,9,13,4,10,1,1,0,0,0,40,39,0
51,4,108564,12,16,2,12,0,4,1,0,0,40,39,1
20,4,114594,5,12,4,8,3,1,0,0,0,13,39,0
44,4,166087,9,13,4,10,1,4,1,3,0,45,39,1
46,4,103809,7,12,2,13,0,4,1,0,0,40,39,0
28,4,103136,9,13,4,3,1,4,1,0,0,40,39,0
26,4,96689,1,10,0,5,1,4,1,0,1,40,39,0
26,4,76999,11,9,4,1,1,4,1,0,1,40,39,0
33,4,166407,15,10,0,3,1,4,1,0,0,40,39,0
46,4,99773,11,9,2,3,0,4,1,1,1,40,39,1
45,5,140358,12,14,2,4,0,4,1,14977,0,50,39,1
32,4,134948,11,7,2,10,0,4,1,0,0,40,39,0
38,4,193065,11,9,0,7,1,4,0,1,0,45,39,0
37,4,161508,11,9,2,10,0,4,1,0,0,40,39,1
60,5,110830,9,13,2,12,0,1,1,0,1,40,1,1
49,6,129341,4,3,2,14,0,4,1,0,0,40,39,0
64,0,91042,5,4,6,10,4,4,0,2,0,15,39,0
35,4,182582,11,9,2,12,0,4,1,0,0,67,39,1
19,4,74048,11,9,4,8,3,4,0,4,0,40,39,0
41,4,186467,15,10,2,12,5,4,0,2,0,40,39,0
30,4,194260,9,13,4,1,1,4,0,0,0,40,39,0
57,4,161837,11,9,2,1,0,4,1,0,0,40,39,0
21,4,204982,11,9,4,6,3,4,1,2,0,50,39,0
21,4,49899,11,9,4,10,3,4,0,0,0,40,39,0
18,4,163292,5,4,4,10,3,4,0,2,0,9,39,0
40,6,72077,8,11,2,3,0,4,1,0,1,50,39,1
48,4,124681,9,13,2,1,2,4,1,2,0,40,39,0
23,7,140883,7,12,4,1,3,4,0,2,0,13,39,0
47,4,149558,7,12,2,13,5,4,0,0,1,40,39,1
43,6,133114,8,11,2,5,0,4,1,5,0,40,39,0
56,6,170213,9,13,2,12,0,1,1,2,0,40,35,0
62,0,108118,4,5,6,10,1,4,0,0,0,4,39,0
23,4,118484,15,10,4,8,1,4,0,0,0,40,39,0
55,4,95109,12,14,3,1,1,1,1,3,1,40,39,0
46,4,60539,15,10,2,8,0,1,1,0,1,40,39,0
21,4,99697,1,7,4,6,3,4,1,0,0,9,39,0
25,4,71906,9,13,4,10,3,1,1,0,1,40,36,0
26,4,199561,9,13,2,12,0,4,0,0,0,40,39,0
57,6,92338,11,9,3,8,1,1,0,0,0,40,39,0
22,4,129085,8,11,4,14,1,4,1,4,0,40,39,0
52,4,79760,15,10,4,3,1,1,1,0,0,40,39,0
58,4,138755,15,10,2,12,0,4,1,0,0,40,39,1
24,4,130444,9,13,4,10,1,4,0,0,0,40,39,0
57,1,137523,7,12,2,1,0,4,1,0,0,40,39,1
40,0,174660,8,11,2,9,5,4,0,1,0,40,39,0
65,4,75415,11,9,2,10,0,4,1,1,0,40,39,0
17,4,115117,7,12,4,1,3,4,1,0,0,40,39,0
61,4,116483,5,4,2,1,0,4,1,1,0,40,39,0
54,4,100147,7,12,4,8,1,4,0,3,0,24,39,0
65,5,135095,9,13,2,10,0,4,1,2,1837,40,39,1
21,4,54299,15,10,4,1,3,4,1,2,0,14,39,0
21,4,116079,12,14,4,8,1,1,0,0,0,13,36,0
25,4,166649,4,2,4,8,1,4,0,1,0,35,39,0
33,4,196352,8,11,2,12,0,4,1,4,0,40,39,0
33,4,93315,15,10,0,4,1,4,1,1,0,40,39,0
25,4,206915,11,9,4,3,1,4,1,0,1,40,39,0
22,4,108104,11,9,4,8,3,2,0,0,0,40,39,0
51,4,136622,3,6,3,14,1,4,1,2,0,40,26,0
21,0,125010,1,7,4,9,1,4,0,2,0,13,39,0
43,4,109750,11,9,0,10,1,4,0,1,0,40,39,0
69,1,97480,13,4,2,10,0,4,1,0,0,40,39,1
58,4,106050,15,10,2,12,0,4,1,0,0,40,39,1
42,4,84895,11,9,0,1,1,4,0,0,0,40,39,0
43,4,70671,15,10,2,7,0,4,1,3,0,40,39,0
44,2,137774,12,14,0,13,1,4,0,0,0,40,39,1
44,4,118133,9,13,2,12,1,1,1,0,0,40,39,0
21,4,126967,1,7,4,1,3,2,0,0,0,6,39,0
34,4,188329,9,13,2,12,5,4,0,3,0,40,39,1
32,4,133673,11,9,2,14,0,4,1,16,0,58,39,0
59,4,79292,15,10,0,7,4,4,0,1,0,40,39,0
47,4,222001,9,13,0,13,1,4,0,0,0,46,39,1
31,4,156426,11,9,0,12,4,4,0,0,1,40,39,0
48,4,90228,1,7,5,1,4,2,0,3,0,40,39,0
41,4,105175,11,9,2,10,0,4,1,0,0,40,39,0
27,4,196235,7,12,4,12,1,4,1,0,0,40,39,0
46,4,104637,11,9,2,12,5,4,0,0,1,40,39,0
41,4,175095,7,12,4,12,1,4,1,0,1,40,39,0
62,6,159007,11,9,2,8,0,4,1,1,0,10,39,0
42,4,123071,8,11,5,14,1,2,1,0,0,40,39,0
19,0,141447,11,15,4,8,3,1,1,0,0,15,36,0
55,4,110835,11,9,2,3,0,4,1,0,0,40,39,1
71,5,73128,11,4,2,12,0,4,1,3,1899,40,39,1
43,0,118598,15,10,0,0,1,4,0,1,0,40,39,0
48,4,188019,9,13,2,12,5,4,0,2,0,40,39,1
28,4,151386,15,10,2,11,0,4,1,0,0,40,39,0
19,4,111355,5,10,4,8,3,4,0,0,0,10,39,0
49,4,109312,11,9,2,14,0,4,1,0,0,40,39,0
42,4,196718,11,9,2,3,0,4,1,0,1,50,39,1
24,4,176958,11,9,4,7,3,4,0,0,0,40,39,0
22,4,79412,15,10,4,8,3,4,0,5,1,9,39,0
44,4,183289,7,14,2,13,5,4,0,0,0,40,39,0
23,4,110838,11,9,4,12,3,4,1,3,0,40,39,0
53,2,79212,15,10,2,1,2,1,0,0,0,40,39,0
23,4,167378,1,9,4,1,3,4,1,0,0,7,39,0
31,4,179014,11,9,0,7,1,4,1,0,1,40,39,0
45,4,184242,15,10,2,10,0,4,1,0,0,40,39,1
20,4,178373,15,10,4,12,3,4,0,0,0,11,39,0
50,6,160925,14,12,0,3,1,4,1,1,0,50,39,1
28,4,195105,15,10,4,1,1,4,1,0,1,45,39,0
63,4,97912,11,9,0,1,4,4,1,1,0,40,39,0
53,0,128900,11,9,2,10,0,4,1,0,0,40,39,0
24,4,130256,11,9,2,14,0,4,1,0,0,40,39,0
34,4,108300,9,13,0,10,1,4,0,2,0,40,39,1
35,4,110627,15,10,5,8,4,2,0,4,0,40,39,0
25,4,176231,5,4,5,3,1,4,1,1,0,40,39,0
51,4,115868,11,9,2,14,0,4,1,2,0,40,39,1
32,4,96309,9,13,5,10,4,4,0,2,0,40,39,0
19,4,115067,15,10,4,6,3,4,1,0,1,12,39,0
32,4,83203,11,9,0,14,1,4,1,5,0,40,39,0
68,4,106487,9,13,2,10,0,4,1,0,1,40,39,0
37,4,136229,11,9,2,14,0,4,1,1,0,50,39,0
24,4,225003,1,10,4,14,1,4,1,3,1,40,39,0
42,4,71266,7,12,2,12,0,4,1,0,0,40,39,0
47,6,108205,11,9,2,14,0,4,1,0,0,40,39,0
35,4,94027,11,9,2,14,0,4,1,1,0,40,39,0
23,4,130182,1,10,2,13,0,4,1,4,0,40,39,0
58,0,131049,15,10,0,0,4,4,0,1,0,40,39,0
19,4,207209,1,7,4,3,3,4,1,0,0,40,39,0
21,4,106676,0,4,4,8,1,4,0,0,0,40,39,0
21,4,112352,15,10,4,1,1,2,0,0,0,40,39,0
60,4,114277,15,10,0,10,4,4,0,0,0,40,39,0
33,4,168451,9,13,4,10,1,4,0,0,0,40,39,0
45,4,144040,15,10,0,10,1,4,1,3,1,40,39,0
40,4,169893,12,12,2,1,0,4,1,1,0,40,39,0
33,4,194606,15,10,0,10,1,4,0,0,0,40,39,0
20,4,104404,5,4,4,3,3,4,1,0,0,40,39,0
26,4,134990,5,4,4,14,1,2,1,0,1,40,39,0
43,2,64375,9,13,3,1,1,1,0,0,0,40,35,1
59,2,104240,11,9,0,2,4,2,0,0,0,40,39,0
52,4,80823,11,9,0,8,1,4,1,1,0,40,39,0
26,4,181500,11,9,4,14,4,4,1,3,0,40,39,0
27,4,87565,15,10,4,8,1,2,0,2,0,40,39,0
42,6,104407,13,12,4,11,1,4,1,0,0,40,39,0
24,6,107136,9,13,4,12,3,1,1,3470,0,40,35,0
48,4,92984,15,10,2,4,0,4,1,0,0,40,39,0
32,4,140437,9,13,2,12,0,4,1,3,2,40,39,1
26,4,158912,9,13,4,10,3,1,1,0,0,9,39,0
17,0,78921,15,10,4,10,3,4,0,2,0,13,39,0
31,4,146007,8,4,2,3,0,4,1,0,0,40,39,0
34,4,88950,11,9,2,14,0,4,1,0,0,40,39,0
30,4,210177,11,9,2,14,0,4,1,0,0,40,39,0
45,4,106375,11,9,2,3,0,4,1,0,0,40,39,0
66,5,136204,13,12,2,12,0,4,1,1,0,40,39,1
36,4,174706,11,9,2,7,5,4,0,2,0,40,39,0
32,4,228342,11,9,4,14,1,4,1,3,0,40,39,0
17,4,88823,5,4,4,10,3,4,0,0,0,15,39,0
32,4,184780,11,9,0,7,4,4,1,2,0,40,39,0
61,4,107080,8,4,6,8,4,4,0,1,0,7,39,0
19,4,121004,9,13,4,12,1,4,0,0,0,9,39,0
37,4,116765,8,11,2,10,0,4,1,7,0,40,39,1
37,4,200140,15,10,2,10,3,4,1,1,0,40,39,0
51,4,73183,11,9,2,14,0,4,1,0,0,40,39,1
56,6,112137,5,4,2,14,0,4,1,0,0,51,39,0
59,5,132591,5,10,2,10,0,4,1,2,0,40,39,1
28,4,88398,15,10,4,10,4,4,0,0,0,40,39,0
30,4,215550,9,13,4,10,1,4,0,0,1,40,39,0
19,0,104619,7,12,4,10,3,4,1,0,1,15,39,0
36,4,82708,7,12,4,1,1,4,1,1,0,40,39,0
60,7,90118,9,13,2,1,2,1,0,0,0,40,39,0
65,4,137657,8,9,6,8,4,4,0,0,0,40,39,0
22,4,213634,11,9,4,7,1,4,0,0,0,40,39,0
35,4,109431,1,7,0,3,1,4,1,2,0,40,39,0
68,4,60212,5,4,6,1,1,4,1,0,0,40,39,0
24,4,104445,15,10,4,8,1,4,0,2,1,40,39,0
31,4,159131,11,9,0,10,1,4,1,0,0,40,39,0
24,4,120597,5,11,4,8,3,1,0,0,0,13,39,0
22,4,200635,8,11,4,8,3,4,0,0,0,40,39,0
49,4,99767,15,10,0,7,1,2,0,3589,0,40,39,0
41,4,54746,15,10,0,3,1,4,1,2,0,40,39,0
26,4,103414,15,10,4,14,1,4,1,1,0,40,39,0
54,4,121215,1,4,5,8,4,2,0,3,2,40,39,0
43,6,54092,9,13,4,10,1,1,1,3,0,40,39,0
31,4,142349,11,9,5,10,4,4,0,0,0,40,39,0
53,5,131997,11,9,2,10,0,4,1,3,0,63,39,1
20,4,105213,9,13,4,10,3,4,0,0,0,40,39,0
28,4,114047,4,12,4,8,3,4,1,2,0,18,39,0
31,4,98933,8,11,4,12,1,4,0,1,0,40,39,0
23,4,122802,11,9,4,6,1,4,1,0,0,40,39,0
65,6,178004,5,10,2,3,0,4,1,1,0,40,39,0
36,4,197768,9,13,4,12,1,4,1,0,0,50,39,0
60,4,141650,11,9,2,1,0,4,1,2,0,40,39,1
21,4,193885,11,9,4,8,3,4,0,0,0,40,39,0
34,4,77313,11,9,0,10,1,4,1,2,0,50,39,0
44,4,81386,9,13,4,12,1,4,1,0,0,50,39,1
62,4,84016,5,4,5,10,4,2,0,0,0,40,39,0
34,4,103583,11,9,0,7,4,4,1,0,1,40,39,0
21,4,175702,15,10,4,4,1,4,0,0,1,40,39,0
28,4,101650,9,13,4,12,1,4,0,0,0,40,39,0
47,4,201994,15,10,2,3,0,4,1,0,1902,40,39,1
49,4,86635,11,16,0,10,4,4,0,0,0,40,39,0
50,4,127227,8,11,2,1,0,4,1,0,0,40,39,0
