age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
33,4,0,2,0,1893,1,0,0,21,0,67,3,272,3,0,0
40,4,2,2,0,-117,0,0,0,12,11,141,3,184,5,1,0
24,0,2,1,0,74,1,1,0,14,0,483,2,-1,0,3,1
45,6,2,2,0,147,0,0,0,6,1,443,5,0,0,3,0
48,0,1,1,0,1399,1,1,2,3,6,50,1,0,0,3,0
35,4,2,2,0,153,0,0,0,30,3,195,2,-1,0,3,0
25,8,2,1,0,1010,1,0,0,28,11,348,2,110,4,2,1
38,0,1,1,0,462,0,0,0,21,1,926,3,-1,0,3,0
29,10,2,1,0,321,0,0,0,5,5,187,2,-1,0,3,0
28,4,2,2,0,127,1,0,0,9,8,315,1,332,0,0,0
33,0,0,1,1,-1146,0,0,0,2,5,69,3,-1,0,3,0
58,11,1,1,0,551,0,0,0,4,10,942,1,0,0,3,1
39,9,1,1,1,-942,1,1,1,20,5,68,3,-1,0,3,0
38,7,1,1,0,1612,1,0,0,14,8,162,2,345,5,0,0
51,0,0,1,0,92,1,0,2,7,8,98,1,-1,0,3,0
40,9,0,1,0,-1,1,0,0,7,8,225,1,-1,0,0,0
32,1,2,1,0,54,1,0,0,26,8,343,2,-1,0,3,0
48,4,0,2,0,26,0,0,1,21,1,81,1,108,5,0,0
39,4,2,2,1,925,1,0,0,6,3,87,1,-1,0,3,0
46,7,1,1,0,203,1,1,0,20,5,346,3,-1,0,3,1
30,9,1,1,0,1613,1,0,2,11,8,942,1,-1,0,3,0
37,7,1,0,0,-28,0,0,1,22,8,225,1,-1,0,3,0
31,9,2,1,0,-416,0,0,0,20,5,615,2,-1,0,3,0
29,6,2,2,0,-154,1,0,2,26,8,72,1,-1,0,3,0
26,8,2,2,0,1600,0,0,0,19,0,69,3,97,5,1,0
38,0,1,1,0,1644,0,1,0,7,1,442,2,-1,0,3,0
32,4,1,2,1,-53,0,0,0,8,11,150,1,-1,0,3,0
47,2,2,2,0,27,1,1,0,29,5,238,2,-1,0,0,0
57,0,1,0,0,1603,0,0,0,13,8,100,4,358,5,1,0
58,7,1,1,0,433,0,0,1,29,5,142,7,-1,0,3,0
22,9,2,1,0,-705,1,0,0,29,8,343,2,181,2,0,1
32,9,2,1,1,-1422,1,0,2,28,8,153,3,-1,0,3,0
43,7,1,2,0,1833,1,0,0,20,9,50,3,-1,0,3,0
39,7,2,1,0,12893,1,0,2,6,3,134,3,-1,0,3,0
30,1,2,0,0,-6,1,0,2,7,8,93,1,-1,0,3,0
36,9,2,1,1,-176,1,0,2,22,8,72,3,-1,0,3,0
63,5,0,0,1,85,0,0,0,3,3,307,1,289,1,2,0
35,6,2,2,0,1140,0,0,0,18,1,304,2,-1,0,3,0
32,1,1,2,1,4167,1,0,0,17,9,113,2,171,3,0,1
34,4,2,2,0,-66,1,0,1,16,4,27,4,-1,0,3,0
42,2,2,2,0,2242,0,0,0,29,0,290,2,171,0,2,1
37,0,1,1,0,155,1,0,1,9,8,272,2,349,2,2,0
35,2,0,1,0,10528,1,0,0,22,9,112,1,-1,0,3,0
48,2,0,2,0,-1066,1,1,0,16,9,360,2,188,2,0,0
30,0,2,1,0,543,0,0,0,7,9,132,3,179,2,2,0
29,7,2,0,0,-54,0,0,0,4,1,553,2,-1,0,3,1
60,2,2,0,0,-39,0,0,2,27,6,116,1,-1,0,3,0
43,7,0,1,0,12252,0,0,0,21,9,124,1,-1,0,3,0
35,7,1,1,0,3100,1,0,1,13,10,205,3,-1,0,3,0
29,1,1,1,0,363,1,0,0,22,0,482,3,-1,0,3,0
57,5,0,0,0,6335,0,0,0,16,9,434,1,-1,3,3,0
36,4,2,2,0,-851,1,0,2,15,8,87,3,-1,1,0,0
32,4,2,2,0,209,0,0,1,19,5,72,3,-1,0,3,0
43,2,1,0,0,-487,0,0,2,17,6,95,1,-1,0,3,0
41,0,2,1,0,3905,1,0,0,4,8,182,2,-1,0,3,0
31,7,2,1,0,-54,0,0,0,8,5,404,1,-1,0,3,0
59,7,1,1,0,36,0,0,0,24,1,149,1,-1,0,3,0
50,9,0,1,0,125,0,0,2,21,6,39,11,-1,0,3,0
47,1,1,1,0,416,1,0,0,8,4,194,2,352,1,0,0
32,0,2,1,0,1114,1,0,0,18,8,866,5,-1,0,3,0
31,0,2,1,0,2976,1,0,0,7,3,197,2,-1,0,3,0
58,1,1,1,0,434,1,0,0,7,3,668,2,-1,6,3,0
60,4,0,2,1,136,1,0,2,12,8,79,1,-1,0,3,0
29,7,1,0,0,1,1,1,0,13,5,479,2,27,2,0,0
28,9,1,1,0,549,1,1,0,10,8,192,2,-1,0,3,0
32,1,1,0,0,100,0,0,0,19,9,311,1,182,2,0,0
25,7,1,1,0,32,1,0,0,16,5,223,3,-1,0,3,0
30,9,2,1,0,643,1,0,2,30,8,417,4,-1,0,3,0
61,5,1,0,0,665,1,0,2,9,8,406,1,0,0,3,0
28,9,2,1,0,923,1,1,0,5,4,287,2,118,1,1,1
46,7,1,1,0,-124,1,1,2,13,3,163,3,-1,0,3,0
35,1,1,1,0,-31,1,0,2,12,8,334,3,-1,0,3,0
31,4,1,2,0,897,1,0,0,7,1,107,1,-1,0,3,0
31,4,1,2,0,3077,0,0,0,6,1,58,8,-1,0,3,0
23,1,2,1,0,-101,1,1,1,9,0,257,5,-1,0,3,0
31,9,0,1,0,-55,1,0,2,9,6,354,4,-1,0,3,0
29,9,2,1,0,181,1,0,0,7,3,1338,3,-1,0,3,1
32,1,1,1,0,932,1,0,0,18,5,190,3,-1,0,3,0
57,9,0,2,0,712,0,0,0,5,1,157,1,0,0,3,0
59,5,1,1,0,7059,0,1,0,9,1,460,2,344,5,0,0
54,2,1,0,0,15391,1,0,0,22,5,90,1,-1,0,3,0
32,6,1,2,0,278,1,0,0,13,0,622,2,180,5,0,0
60,1,1,0,0,6,1,0,2,7,8,91,1,383,1,0,0
46,0,2,1,0,40,0,0,0,20,1,94,1,-1,0,3,0
47,0,0,1,0,146,1,0,1,17,8,67,1,105,3,0,0
73,5,1,0,0,91,1,0,0,8,11,264,1,175,4,0,1
33,1,1,1,0,-38,1,0,2,21,8,434,3,-1,0,3,0
59,9,0,1,1,-203,1,0,2,10,8,65,3,0,0,3,0
36,0,2,1,0,623,1,1,0,20,1,162,2,-1,0,3,0
35,1,1,0,0,95,1,0,1,29,8,138,3,180,2,2,0
41,1,1,3,0,-21,0,0,0,1,6,194,5,-1,0,3,0
44,6,1,1,0,12,0,0,0,17,1,168,19,-1,0,3,0
57,9,1,1,0,781,1,0,0,9,8,293,2,279,2,0,0
43,5,0,0,0,42,0,0,2,4,6,87,1,-1,0,3,0
31,9,0,1,0,178,1,0,0,13,8,101,2,344,5,0,0
59,5,1,1,0,3036,1,0,0,7,5,585,1,0,0,3,0
26,9,2,2,0,3947,0,0,0,31,1,1458,3,-1,0,3,1
31,4,1,2,0,-242,1,1,0,14,1,145,2,-1,0,3,0
62,5,0,1,0,55,0,0,2,3,6,102,3,0,0,3,0
46,9,2,1,0,8446,1,0,0,29,8,346,2,196,1,2,1
26,9,2,2,0,104,1,0,0,12,8,448,2,-1,0,3,0
41,4,1,2,0,7072,1,0,0,15,5,375,1,-1,0,3,0
52,4,1,0,0,493,1,0,0,9,0,560,2,270,9,0,1
35,4,2,2,0,2283,1,0,0,16,8,184,2,282,2,0,1
79,0,1,1,0,2919,0,0,0,16,0,962,1,185,2,0,1
40,6,0,1,0,1356,1,0,2,21,8,173,2,-1,0,3,0
47,4,0,2,0,5166,1,0,2,19,6,92,1,-1,0,3,0
31,7,1,1,0,-74,1,0,0,8,5,210,1,-1,0,3,0
30,1,2,0,0,-63,1,0,2,20,8,303,3,-1,0,3,0
62,4,0,1,0,145,0,0,2,14,8,109,1,-1,0,3,0
62,4,1,2,0,3072,1,0,0,4,0,121,1,-1,0,3,0
52,1,0,0,0,1066,1,1,2,20,6,116,3,-1,0,3,0
33,1,0,1,0,-68,1,0,2,7,6,96,5,-1,0,3,0
28,4,2,2,0,-357,1,0,2,8,8,342,2,-1,2,3,0
41,9,0,1,0,918,1,0,2,6,8,269,4,-1,0,3,0
32,1,0,0,0,86,1,0,2,20,6,395,1,0,0,3,0
38,4,1,2,0,2214,1,0,2,5,8,94,6,177,0,1,0
37,1,1,0,0,933,1,0,0,14,0,275,2,349,2,0,0
39,6,0,2,0,42,1,0,2,28,8,102,3,-1,0,3,0
44,7,1,1,0,316,1,0,1,30,1,1004,3,-1,0,3,1
27,0,2,1,0,-441,1,0,0,9,8,225,2,112,1,0,1
25,6,2,3,0,389,0,0,0,17,10,585,1,-1,0,3,1
25,1,2,1,0,2337,1,0,1,14,8,498,2,93,2,1,0
37,9,2,1,0,68,1,0,2,7,6,167,3,-1,0,3,0
24,6,2,2,0,-238,0,0,0,31,3,246,3,-1,0,3,0
79,5,1,3,0,530,0,0,0,21,3,245,1,-1,0,3,0
60,5,0,0,0,-259,0,0,2,7,8,138,3,-1,0,3,0
39,7,1,1,0,477,1,0,0,30,5,808,2,-1,0,3,0
48,6,1,2,0,32,0,0,0,6,3,170,1,-1,0,3,0
38,0,0,1,1,1800,1,0,0,5,9,300,2,-1,0,2,0
59,4,1,1,0,45,1,0,0,14,1,130,5,-1,0,3,0
58,4,0,2,0,-5,0,0,0,3,3,71,1,0,0,3,0
30,0,2,3,0,21,0,0,2,3,6,323,1,-1,0,3,0
51,4,0,2,0,-12,1,0,2,25,8,157,3,-1,0,3,0
57,9,0,2,0,60,1,1,2,12,8,96,3,0,0,3,0
39,4,1,2,0,137,0,0,0,6,1,14,11,-1,0,3,0
45,7,1,1,0,-97,0,1,0,27,9,649,2,-1,0,3,1
44,4,0,2,0,213,0,0,0,7,3,60,1,-1,0,3,0
