age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
43,4,1,2,0,167,1,0,0,18,8,129,1,-1,0,3,0
58,4,1,2,0,543,0,0,0,16,11,329,1,205,5,2,1
37,0,2,1,0,1725,0,0,0,19,0,581,1,-1,0,3,1
32,9,2,2,0,-224,1,0,2,28,8,816,16,-1,0,3,1
59,4,1,2,0,698,0,0,2,5,6,205,3,-1,0,3,0
39,1,1,1,0,1220,0,0,0,14,0,109,2,-1,0,3,0
31,4,1,2,0,429,1,0,2,25,8,491,1,-1,0,3,1
43,0,1,1,0,1230,1,0,2,30,8,62,3,-1,0,3,0
58,1,1,1,0,216,0,0,0,6,4,187,1,-1,0,3,0
34,0,1,1,0,235,1,0,2,30,8,89,2,-1,0,3,0
32,1,1,1,0,528,1,0,0,20,9,133,1,340,1,0,0
49,1,1,1,0,533,1,0,0,15,8,214,1,-1,0,3,0
79,5,1,0,0,193,0,0,0,4,3,346,1,-1,0,3,1
47,4,1,2,0,542,1,0,0,8,8,207,1,-1,0,3,0
34,9,2,1,0,732,1,0,2,28,8,195,3,-1,0,3,0
38,1,1,0,0,285,1,0,0,21,9,105,1,343,1,0,0
34,1,1,1,0,38,1,0,0,21,9,228,3,-1,0,3,0
30,1,1,1,0,1045,1,0,0,20,9,63,1,0,0,3,0
51,1,1,0,0,1,0,0,0,6,5,76,3,-1,0,3,0
27,1,2,1,0,627,0,0,0,20,0,477,1,-1,0,3,1
28,0,2,1,0,-273,1,0,0,15,8,69,3,339,6,0,0
52,1,1,0,0,216,1,0,0,18,0,225,4,-1,0,3,0
26,2,1,1,0,-415,1,0,0,20,1,134,6,-1,0,3,0
31,7,1,1,0,429,1,0,2,26,8,102,1,-1,0,3,0
33,4,2,2,0,2220,0,0,0,21,0,894,2,-1,0,3,1
31,1,1,1,0,265,0,0,0,20,1,144,4,-1,0,3,0
75,9,1,1,0,1967,0,0,0,29,10,650,1,-1,0,3,1
31,0,2,1,0,186,1,0,0,15,8,96,2,372,3,0,0
56,5,1,1,0,227,1,0,0,13,8,256,2,-1,0,3,0
33,0,1,1,0,-20,0,0,0,25,5,39,13,-1,0,3,0
50,4,1,2,0,576,1,0,2,24,8,208,2,-1,0,3,0
36,7,2,1,0,129,0,0,2,10,6,357,2,-1,0,3,0
45,4,1,2,0,415,1,0,2,2,8,107,1,-1,0,3,0
61,4,1,2,0,476,0,0,2,6,8,137,1,-1,0,3,0
47,9,1,1,0,-364,1,0,0,6,8,218,1,-1,0,3,0
60,4,1,2,0,270,0,0,0,19,0,69,1,-1,0,3,0
27,6,1,1,0,594,1,0,0,21,1,174,2,-1,0,3,0
47,7,1,1,0,-571,1,0,2,21,8,122,1,-1,0,3,0
33,4,1,2,0,865,1,0,2,28,8,97,4,-1,0,3,0
29,4,2,2,0,77,1,0,2,29,8,283,1,-1,0,3,0
56,2,1,1,0,243,1,0,2,15,8,147,3,-1,0,3,0
38,4,1,2,0,445,0,0,0,31,1,114,1,-1,0,3,0
46,1,1,1,0,912,1,0,0,6,8,112,1,351,3,0,0
38,9,2,2,0,-10,1,0,0,4,8,155,1,92,3,0,0
39,4,1,2,0,369,0,0,0,7,6,522,1,86,7,2,1
38,4,1,2,0,124,1,0,2,8,8,136,2,-1,0,3,0
57,4,1,2,0,139,0,0,0,8,1,100,2,-1,0,3,0
58,4,1,0,0,712,1,0,2,30,8,102,4,-1,0,3,0
54,9,1,2,0,1689,1,0,0,15,8,734,2,-1,0,3,1
57,1,1,0,0,376,0,0,0,6,3,127,3,-1,0,3,0
46,9,1,1,0,817,0,0,0,12,1,106,4,-1,0,3,0
28,0,1,1,0,339,1,0,0,21,1,36,4,-1,0,3,0
45,1,1,1,0,2153,0,0,0,22,1,639,2,-1,0,3,1
63,2,1,1,0,437,1,0,2,20,8,112,3,-1,0,3,0
34,9,2,2,0,703,0,0,0,27,1,354,4,-1,0,3,1
58,1,1,0,0,998,0,0,0,5,1,141,2,-1,0,3,0
34,9,2,2,0,-44,0,0,0,20,9,546,2,-1,0,3,1
54,4,1,2,0,225,0,0,0,16,9,159,1,190,6,0,0
47,0,1,1,0,575,0,0,0,28,5,98,1,-1,0,3,0
52,5,1,1,0,941,0,0,0,21,0,880,1,97,1,2,1
47,1,1,0,0,144,1,0,0,28,5,189,3,-1,0,3,0
24,0,2,1,0,362,1,0,0,7,8,159,1,344,1,0,0
32,1,1,1,0,321,1,0,0,18,0,221,1,351,1,0,0
38,4,1,2,0,720,0,0,0,29,5,728,2,-1,0,3,1
31,4,2,2,0,1230,0,0,0,17,1,325,1,0,1,2,1
57,5,1,1,0,470,1,0,2,31,8,87,4,-1,0,3,0
54,2,1,1,0,2528,1,0,0,20,9,168,2,181,4,0,0
38,1,1,1,0,-182,0,0,0,9,1,156,2,-1,0,3,0
33,4,2,2,0,818,0,0,0,15,1,393,2,-1,0,3,0
56,0,1,1,0,602,0,0,0,10,9,192,1,114,6,0,0
41,9,1,1,0,-171,1,0,0,24,5,254,1,-1,0,3,0
61,0,1,1,0,833,1,0,0,15,8,204,1,345,2,0,0
50,4,1,2,0,2423,0,0,0,20,9,81,1,98,2,0,0
46,1,1,1,0,68,1,0,0,8,5,192,1,-1,0,3,0
57,9,1,2,0,536,0,0,0,12,1,147,1,-1,0,3,0
33,1,1,1,0,136,0,0,0,14,1,77,2,-1,0,3,0
36,1,1,0,0,803,1,0,2,20,8,182,4,-1,0,3,0
39,1,2,1,0,19,0,0,0,21,1,341,2,-1,0,3,0
31,4,1,2,0,1254,0,0,0,12,1,322,1,106,3,2,1
39,7,1,1,0,299,0,0,0,17,0,178,2,-1,0,3,0
42,7,1,1,0,92,1,0,0,7,3,82,4,-1,0,3,0
33,4,2,2,0,463,0,0,0,31,1,64,1,-1,0,3,0
48,1,1,1,0,425,0,0,0,20,1,224,2,-1,0,3,0
28,9,2,1,0,484,0,0,0,5,3,224,1,-1,0,3,0
36,9,2,2,0,230,1,0,0,18,9,635,2,-1,0,3,0
51,1,1,1,0,309,0,0,0,28,5,107,4,-1,0,3,0
34,7,1,1,0,701,1,0,2,30,8,190,4,-1,0,3,0
54,5,1,1,0,-181,0,0,0,29,5,281,2,-1,0,3,0
35,0,1,1,0,265,0,0,0,4,3,156,1,133,1,0,0
41,4,1,2,0,3128,0,0,0,11,1,299,1,101,1,2,1
41,9,1,2,0,-38,0,0,0,21,1,111,4,-1,0,3,0
39,7,1,1,0,789,1,0,2,19,8,118,3,-1,0,3,0
56,5,1,1,0,904,0,0,0,10,5,425,2,-1,0,3,1
51,1,1,1,0,201,0,0,0,5,5,171,1,-1,0,3,0
31,0,2,1,0,0,0,0,0,6,6,473,7,89,6,2,1
48,9,2,2,0,1155,1,0,2,13,8,939,3,-1,0,3,1
36,9,1,1,0,571,1,0,0,21,9,159,1,-1,0,3,0
35,1,1,1,0,160,1,1,2,28,8,181,4,-1,0,3,0
24,4,2,2,0,480,0,0,0,30,5,58,12,-1,0,3,0
59,5,1,1,0,706,0,0,0,19,1,219,2,-1,0,3,0
30,4,2,2,0,232,1,0,2,7,6,216,1,-1,0,3,0
23,6,2,1,0,728,1,0,0,18,5,75,4,-1,0,3,0
59,1,1,0,0,543,1,0,0,20,0,172,1,0,0,0,0
57,1,1,0,0,620,1,0,2,14,8,167,1,-1,0,3,0
59,9,1,1,0,200,0,0,0,20,1,59,8,-1,0,3,0
45,9,1,1,0,880,1,0,0,13,8,319,1,110,1,0,0
34,9,2,2,0,590,0,0,0,2,1,349,1,-1,0,3,1
47,1,1,0,0,460,1,0,2,6,8,88,2,-1,0,3,0
40,9,1,1,0,496,1,0,2,4,8,179,1,-1,0,3,0
42,0,1,1,0,125,1,0,2,15,8,172,1,-1,0,3,0
25,4,2,2,0,802,0,0,0,29,5,423,1,-1,0,3,1
35,7,1,1,0,43,1,0,0,8,5,135,2,-1,0,3,0
36,0,2,1,0,1210,1,0,2,21,8,629,1,-1,0,3,1
55,1,1,0,0,875,1,0,0,10,8,1358,2,-1,0,3,1
18,7,2,1,0,287,1,0,0,17,1,152,1,-1,0,3,0
43,1,2,1,0,2735,0,0,0,11,9,840,1,-1,0,3,1
44,9,2,2,0,308,0,0,0,3,3,245,1,-1,0,3,1
48,1,1,1,0,321,1,0,0,14,8,360,3,-1,0,3,0
48,0,1,1,0,-7,1,0,0,29,4,124,1,267,2,0,0
47,1,1,0,0,362,1,0,2,4,8,210,1,-1,0,3,0
34,0,1,1,0,741,0,0,0,30,1,136,1,104,3,0,0
38,0,1,1,0,797,1,0,2,5,6,94,1,-1,0,3,0
52,9,1,1,0,627,0,0,0,15,1,242,2,-1,0,3,0
55,9,1,2,0,1050,0,0,0,5,3,163,1,-1,0,3,0
36,1,1,0,0,-229,1,1,2,8,8,160,2,-1,0,3,0
35,1,2,1,0,61,0,0,2,18,6,81,1,-1,0,3,0
28,9,1,2,0,-109,1,0,2,21,8,344,2,-1,0,3,0
28,9,2,1,0,667,1,0,2,29,8,104,4,-1,0,3,0
45,1,1,1,0,472,1,0,2,3,6,123,1,-1,0,3,0
26,1,1,0,0,267,1,1,2,3,8,94,1,-1,0,3,0
46,4,1,2,0,351,0,0,0,6,5,195,1,-1,0,3,0
50,5,1,1,0,918,0,0,0,19,1,62,1,87,2,0,0
44,0,1,1,0,128,0,0,2,5,6,23,6,-1,0,3,0
27,1,2,1,0,-107,1,0,0,3,8,161,2,-1,0,3,0
42,0,1,1,0,483,1,0,2,15,8,101,1,-1,0,3,0
57,1,1,2,0,2623,0,0,2,16,8,1005,1,-1,0,3,1
45,4,1,1,0,500,1,0,2,19,8,175,1,-1,0,3,0
50,0,1,1,0,723,1,0,0,20,9,167,1,172,4,0,0
33,1,1,0,0,-38,1,1,2,28,5,153,2,-1,0,3,0
45,0,1,1,0,704,0,0,0,22,1,143,2,-1,0,3,0
43,1,1,1,0,694,1,0,0,16,0,158,1,178,1,0,0
59,4,1,2,0,1080,0,0,0,21,1,159,4,-1,0,3,0
33,9,2,2,0,358,1,0,0,16,8,176,5,168,12,1,0
42,9,1,1,0,532,0,0,0,4,1,145,2,-1,0,3,0
32,0,2,1,0,546,1,0,2,2,6,158,1,-1,0,3,0
34,9,1,1,0,191,1,0,0,4,3,166,1,306,1,0,0
48,1,1,1,0,610,0,0,0,4,3,585,1,-1,0,3,1
22,7,2,1,0,9,0,0,0,4,6,164,7,392,1,1,1
33,9,2,2,0,846,0,0,0,28,0,422,1,-1,0,3,1
37,0,2,1,0,181,1,0,0,4,6,217,2,-1,0,3,0
20,4,2,2,0,344,0,0,0,22,5,555,2,-1,0,3,1
57,4,1,2,0,826,0,0,0,5,1,139,1,97,2,0,0
44,0,1,1,0,283,1,0,2,8,8,156,3,-1,0,3,0
47,0,1,1,0,682,0,0,0,19,5,288,2,-1,0,3,0
33,4,2,2,0,285,1,0,0,18,9,223,2,-1,0,3,0
32,9,1,1,0,381,1,0,2,6,6,196,2,-1,0,3,0
28,9,2,1,0,-268,1,0,0,8,5,87,2,-1,0,3,0
30,1,2,1,0,44,0,0,0,20,0,110,1,-1,0,3,0
47,4,1,2,0,3128,0,0,0,21,9,482,1,-1,0,3,1
41,7,1,1,0,625,0,0,0,4,3,200,1,199,5,0,0
30,9,1,1,0,231,0,0,0,26,5,195,4,-1,0,3,0
32,0,1,1,0,626,1,0,0,21,9,151,1,187,1,0,0
34,1,1,1,0,246,1,0,2,26,8,171,1,-1,0,3,0
36,0,1,1,0,234,1,0,2,26,8,159,2,-1,0,3,0
35,7,1,1,0,335,1,0,0,8,5,76,4,-1,0,3,0
42,0,1,1,0,1011,1,0,0,29,5,158,2,-1,0,3,0
38,1,1,1,0,720,1,0,0,9,8,168,1,339,3,0,0
49,4,1,2,0,648,1,0,2,8,8,96,2,-1,0,3,0
48,4,1,2,0,591,0,0,0,29,1,233,1,92,4,0,0
37,4,1,2,0,112,1,0,2,15,8,94,3,-1,0,3,0
53,0,1,1,0,184,1,0,0,18,9,152,3,-1,0,3,0
49,1,1,0,0,12,0,0,0,10,1,66,6,-1,0,3,0
41,9,1,1,0,-398,1,1,2,8,8,96,4,-1,0,3,0
32,9,2,1,0,312,1,0,0,14,8,213,1,347,1,0,0
51,1,1,0,0,448,0,0,0,11,0,280,1,-1,0,3,0
52,9,1,1,0,515,1,0,0,2,1,113,1,296,2,0,0
57,9,1,1,0,450,1,0,2,21,8,51,10,-1,0,3,0
28,8,2,1,0,476,0,0,0,15,6,367,1,-1,0,3,1
42,9,1,1,0,506,0,0,0,29,1,166,1,86,0,0,0
35,0,1,1,0,383,0,0,0,24,1,74,14,-1,0,3,0
31,7,1,1,0,822,1,0,0,18,8,559,1,-1,0,3,0
33,7,2,1,0,987,1,0,2,30,8,115,2,-1,0,3,0
57,5,1,0,0,940,0,0,2,14,8,145,4,-1,0,3,0
44,7,1,1,0,981,0,0,2,5,6,249,1,-1,0,3,0
35,9,2,1,0,235,1,0,2,20,8,161,1,-1,0,3,0
35,0,2,1,0,641,1,0,0,18,8,243,1,-1,0,3,0
35,7,2,1,0,264,1,0,2,14,8,653,2,-1,0,3,1
47,1,1,0,0,494,1,0,2,26,6,147,3,-1,0,3,0
41,4,1,2,0,703,1,0,0,11,8,104,1,290,3,0,0
56,4,1,2,0,15,0,0,0,28,10,355,1,-1,0,3,0
39,1,1,0,0,12,1,0,0,17,8,180,1,-1,0,3,0
58,4,1,2,0,1175,0,0,0,22,0,158,1,104,4,0,0
50,4,1,2,0,516,1,0,0,14,8,284,1,-1,0,3,0
57,0,1,1,0,451,1,0,2,5,6,123,2,-1,0,3,0
30,4,1,2,0,1653,0,0,0,15,1,417,1,97,1,2,1
48,1,1,0,0,926,0,0,2,20,8,665,3,-1,0,3,0
21,7,2,1,0,501,1,0,2,30,8,103,3,-1,0,3,0
49,1,1,1,0,1055,1,0,0,28,0,119,1,281,3,0,0
54,4,1,2,0,460,1,0,0,21,1,228,1,-1,0,3,0
54,0,1,1,0,312,1,0,0,31,5,114,3,-1,0,3,0
58,1,1,1,0,1663,0,0,0,20,0,266,1,-1,0,3,0
35,1,1,0,0,6,1,0,0,14,5,166,4,-1,0,3,0
51,5,1,1,0,287,0,0,2,12,6,317,1,-1,0,3,0
55,4,1,2,0,676,0,0,0,12,0,394,2,-1,0,3,0
33,9,1,1,0,866,1,0,2,18,8,108,2,-1,0,3,0
40,0,1,1,0,444,0,0,0,11,1,203,1,-1,0,3,0
38,1,1,1,0,-256,1,0,0,10,5,157,2,-1,0,3,0
40,4,2,2,0,182,0,0,0,9,3,716,7,-1,0,3,1
32,1,1,1,0,796,1,0,0,20,9,295,1,172,3,0,0
44,7,1,1,0,-155,0,0,0,4,5,269,1,-1,0,3,0
32,4,1,2,0,945,1,0,0,21,9,143,1,170,3,0,0
35,1,2,1,0,1448,0,0,0,29,5,952,1,-1,0,3,1
33,1,1,1,0,800,1,0,0,25,5,137,2,-1,0,3,0
42,9,1,1,0,-16,1,1,0,13,5,61,4,-1,0,3,0
30,4,2,2,0,545,1,0,0,6,3,145,2,-1,0,3,0
34,9,1,1,0,582,0,0,2,2,6,171,1,-1,0,3,0
54,4,1,2,0,1070,1,0,0,16,5,144,3,-1,0,3,0
50,4,1,2,0,1045,1,0,2,5,8,130,2,-1,0,3,0
41,9,2,1,0,116,1,0,2,27,8,118,1,-1,0,3,0
31,0,2,1,0,1825,0,0,0,20,9,358,2,-1,0,3,0
46,1,1,0,0,2701,0,0,0,6,4,952,1,-1,0,3,1
58,9,1,2,0,832,0,0,0,2,0,448,2,82,0,3,1
53,1,1,0,0,-26,0,0,0,9,0,117,2,-1,0,3,0
36,0,1,1,0,207,1,0,0,20,9,174,1,-1,0,3,0
41,4,1,2,0,126,1,0,2,30,8,100,3,-1,0,3,0
45,0,1,1,0,173,0,0,0,13,0,844,4,-1,0,3,1
43,4,1,2,0,1063,0,0,0,20,1,197,1,-1,0,3,0
58,4,1,2,0,1281,0,0,0,20,9,81,2,-1,0,3,0
48,1,1,0,0,604,0,0,0,5,6,161,2,-1,0,3,0
37,1,1,1,0,523,0,0,0,30,4,105,4,-1,0,3,0
29,4,1,2,0,-158,1,0,0,18,5,103,2,-1,0,3,0
59,4,1,2,0,1059,0,0,0,14,1,174,4,-1,0,3,0
33,1,1,0,0,162,1,0,0,14,8,120,1,-1,0,3,0
38,0,2,1,0,761,1,0,2,6,8,378,1,-1,0,3,0
27,4,2,2,0,496,1,0,0,5,6,189,1,-1,0,3,0
36,9,2,2,0,229,1,0,2,3,6,104,3,-1,0,3,0
35,4,1,2,0,170,1,0,0,21,9,130,1,-1,0,3,0
35,0,2,1,0,660,1,0,0,13,5,184,1,-1,0,3,0
36,4,1,2,0,767,1,0,0,6,8,576,1,-1,0,3,1
60,5,1,1,0,322,1,0,0,4,3,205,1,217,2,0,0
55,9,1,1,0,99,0,0,0,13,5,103,4,-1,0,3,0
48,9,1,1,0,820,0,0,0,19,9,119,2,-1,0,3,0
27,9,2,2,0,42,1,0,2,28,8,696,2,-1,0,3,1
30,0,2,1,0,2648,0,0,0,21,0,181,1,-1,0,3,0
34,4,1,2,0,660,1,0,0,7,6,485,6,-1,0,3,0
28,7,1,1,0,214,1,0,2,27,8,112,4,-1,0,3,0
32,4,2,2,0,525,1,0,0,5,5,161,1,-1,0,3,0
74,1,1,1,0,2058,0,0,0,15,3,512,1,96,2,2,1
46,4,1,2,0,110,1,0,0,29,11,152,2,192,3,0,0
43,4,1,2,0,506,0,0,0,26,1,64,12,-1,0,3,0
31,4,2,2,0,520,1,0,2,29,8,16,5,-1,0,3,0
38,0,1,1,0,1661,1,0,0,20,9,125,1,-1,0,3,0
51,4,1,2,0,826,0,0,0,20,0,91,2,86,0,3,0
31,0,1,1,0,16,1,0,0,19,0,299,3,-1,0,3,0
32,0,1,1,0,541,1,0,0,8,5,142,2,-1,0,3,0
56,7,1,1,0,153,1,0,0,20,9,121,2,-1,0,3,0
31,9,1,1,0,633,1,0,0,29,0,134,1,129,3,0,0
57,9,1,2,0,1730,0,0,0,14,9,470,1,104,4,2,1
23,7,2,1,0,283,0,0,0,21,0,273,1,-1,0,3,0
41,1,1,1,0,45,1,0,0,20,9,51,2,-1,0,3,0
24,1,2,1,0,711,1,0,0,7,8,253,1,-1,0,3,0
50,1,1,0,0,537,0,0,0,21,0,113,2,-1,0,3,0
36,4,1,2,0,870,0,0,0,13,0,352,2,-1,0,3,1
56,1,1,0,0,186,0,0,2,13,6,287,3,-1,0,3,0
28,1,1,1,0,440,1,0,0,11,5,152,2,-1,0,3,0
45,1,1,0,0,1030,1,0,0,22,5,126,3,-1,0,3,0
36,9,1,1,0,438,1,0,0,29,1,15,8,-1,0,3,0
51,4,1,2,0,207,1,0,0,18,9,120,1,182,2,0,0
42,4,1,2,0,525,1,0,0,29,5,36,4,-1,0,3,0
46,4,1,2,0,606,1,0,2,29,8,154,2,-1,0,3,0
38,4,1,2,0,1944,1,0,0,21,9,107,1,-1,0,3,0
31,9,2,1,0,423,1,0,0,15,8,155,2,-1,0,3,0
43,1,1,0,0,380,0,0,0,27,5,234,2,-1,0,3,0
28,1,2,1,0,1212,0,0,2,13,6,313,1,-1,0,3,1
35,1,1,1,0,483,1,0,2,16,8,174,2,-1,0,3,0
