age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
26,10,2,2,0,2227,0,0,0,4,10,220,2,-1,0,3,0
43,2,1,1,0,1400,0,1,0,2,11,12,2,217,2,3,0
40,10,1,2,0,3587,0,1,0,5,10,499,2,-1,0,3,0
41,5,1,2,0,1148,1,0,0,18,2,316,2,27,0,3,1
31,4,1,1,0,3899,0,0,0,31,10,115,2,714,11,3,0
29,2,1,1,0,608,0,0,0,23,7,196,2,0,0,0,0
36,0,1,1,0,5996,1,0,0,3,2,163,3,1,0,3,1
52,6,1,2,0,4883,1,0,0,19,9,351,2,0,0,3,0
29,8,0,2,0,885,0,0,0,27,1,493,2,128,1,1,1
53,9,1,2,0,3515,1,0,2,28,1,161,3,105,1,3,0
57,2,1,2,0,2102,1,0,0,12,4,42,2,188,2,0,0
41,6,2,3,0,-1202,0,0,2,19,9,320,2,68,1,3,0
48,3,1,1,0,619,0,0,0,20,10,188,2,9,0,3,0
48,8,0,1,0,2854,1,0,0,30,9,204,6,50,0,3,0
41,2,1,1,0,2486,1,0,2,22,3,328,2,-1,0,3,0
30,5,1,2,0,-202,1,1,2,27,10,196,2,52,0,3,1
35,10,1,2,0,-446,0,1,2,3,11,211,2,16,0,3,0
43,5,1,1,0,-267,0,0,0,18,11,192,2,-1,0,3,0
29,4,2,0,0,-920,1,0,2,3,5,3,2,-1,0,3,0
31,10,0,1,0,572,1,0,0,7,9,433,2,75,0,0,0
31,8,2,2,1,-963,0,0,0,20,1,79,2,24,0,3,0
40,2,1,2,0,5776,0,0,0,29,8,139,2,7,0,3,0
39,7,0,1,0,2110,0,0,2,2,7,79,2,194,2,3,0
50,6,1,1,0,988,0,0,2,17,9,221,2,39,0,3,0
31,9,0,1,0,65,1,0,0,13,6,590,2,-1,0,3,1
30,10,2,2,0,1534,1,1,0,30,8,396,2,169,1,3,0
38,9,1,1,0,939,0,0,0,4,5,634,2,192,2,3,0
26,8,2,1,0,684,1,0,0,30,0,636,2,-1,0,3,0
37,2,1,1,0,1434,0,0,2,7,6,619,2,64,1,3,0
36,6,1,1,0,-2181,1,1,2,7,10,203,2,116,1,3,0
57,7,1,1,0,4213,0,0,0,5,6,350,2,51,0,3,0
41,8,1,1,0,860,0,0,0,13,5,409,3,13,0,3,0
44,7,1,1,0,1394,1,1,0,10,6,39,4,178,1,3,0
52,7,1,1,0,1551,0,0,2,17,9,214,2,279,3,3,0
61,4,1,0,0,1250,1,0,0,29,3,5,2,196,2,3,0
55,11,0,2,0,-1847,0,0,0,28,2,672,3,530,8,3,0
40,11,0,2,0,4146,0,0,1,12,8,114,2,0,0,3,0
36,1,2,2,0,1188,0,0,0,16,2,463,2,78,1,1,1
36,10,2,1,0,-3263,1,0,0,13,11,115,2,31,0,0,0
27,9,2,2,0,646,1,0,0,17,7,207,2,107,1,3,1
27,1,2,2,0,4606,1,0,0,29,6,215,2,222,2,3,0
37,3,0,0,0,-1539,0,0,0,31,5,324,5,1,0,3,0
56,5,1,1,0,4323,1,0,1,7,5,329,2,0,0,1,0
40,10,2,1,0,883,0,1,0,25,2,101,2,-1,0,0,0
46,11,2,0,0,633,1,0,0,7,8,116,2,2,0,3,0
46,4,1,1,0,-1670,0,0,1,6,10,172,2,17,0,3,1
56,2,1,1,0,2116,1,0,0,26,10,225,3,12,0,3,0
57,9,0,0,0,8574,0,1,2,15,4,125,2,2,0,0,0
26,0,1,1,0,1215,1,1,2,27,9,78,2,0,0,2,0
38,6,1,0,0,4004,1,1,0,13,10,84,3,-1,0,3,0
44,11,2,1,0,2009,0,0,2,20,10,137,3,14,0,3,0
35,10,1,0,0,7914,1,1,2,5,11,232,2,-1,0,3,0
41,3,1,0,0,-2795,0,0,0,13,3,671,2,32,0,3,0
58,10,1,1,0,-308,0,0,2,7,8,519,4,-1,0,3,0
40,11,2,1,0,2313,1,0,0,13,2,290,2,249,2,3,0
45,3,2,1,0,-2230,0,0,0,28,7,427,2,-1,0,3,0
46,9,1,3,0,124,1,0,0,14,4,211,2,114,1,3,0
23,1,2,1,0,-261,1,1,0,11,2,296,2,-1,0,3,0
42,2,1,1,0,3237,0,0,0,6,1,247,5,34,0,3,0
36,0,1,1,0,5738,1,1,0,10,10,84,3,22,0,0,0
36,1,1,0,0,-2789,1,1,0,14,6,543,2,-1,0,3,0
50,3,2,1,0,-717,1,0,2,28,4,145,2,-1,0,3,0
33,8,2,1,0,3755,1,0,0,10,5,455,2,76,0,3,0
35,3,2,1,0,2279,0,0,0,25,7,405,3,49,0,3,1
33,9,1,2,0,2575,1,0,2,20,0,160,2,336,3,3,0
39,5,0,1,0,3700,0,0,2,7,3,121,2,59,0,3,0
35,0,1,1,0,3343,1,0,0,26,2,145,2,205,2,3,0
32,3,1,1,0,-2260,1,0,2,13,5,131,3,8,0,2,0
53,1,1,0,0,-1802,1,0,0,15,3,640,2,99,1,3,0
35,5,1,1,0,3513,1,0,1,20,11,174,2,2,0,3,0
40,8,1,2,0,-595,0,0,0,29,5,214,3,4,0,3,0
43,9,1,0,0,1872,0,0,0,21,5,677,2,73,0,2,1
38,0,1,1,0,-1720,1,1,0,10,6,65,2,57,0,3,0
39,0,1,1,0,-1122,0,1,2,2,8,384,2,-1,0,3,0
43,7,2,2,0,7378,0,0,0,8,4,369,2,205,2,3,0
26,11,2,1,0,4754,1,0,0,17,11,252,2,1,0,3,1
68,7,1,0,0,2975,1,0,2,23,1,194,2,696,10,3,0
41,3,1,2,0,9765,1,0,0,2,2,329,2,480,5,3,0
55,5,1,0,0,633,0,0,0,22,7,661,2,-1,0,3,1
35,8,1,2,0,-138,1,1,2,19,5,521,2,0,0,3,0
40,5,0,2,0,-1825,1,0,2,22,8,1163,2,-1,0,3,1
35,4,0,1,0,2138,0,0,0,14,8,26,2,1,0,3,0
32,3,2,1,0,5087,1,0,2,31,10,538,2,-1,0,3,0
48,0,2,2,0,-577,0,0,0,16,5,184,3,79,1,3,0
42,8,0,2,0,2276,0,0,0,25,3,422,2,0,0,3,0
28,2,1,1,0,1792,1,1,1,28,11,570,2,302,3,3,0
32,1,2,2,0,660,1,0,2,18,6,151,2,73,0,3,0
36,10,2,0,0,-1297,0,0,0,26,6,316,2,213,2,3,0
40,0,2,0,0,-826,1,0,2,12,10,15,2,601,6,3,0
60,6,1,1,0,2409,0,0,1,4,10,563,2,11,0,3,0
40,1,1,1,0,-1709,1,1,1,21,10,138,2,2,0,3,0
49,10,1,2,0,2918,0,0,1,10,11,299,2,22,0,3,0
22,1,1,1,0,-1574,1,0,0,12,7,331,2,424,3,3,1
35,10,1,1,0,1239,0,0,0,24,8,151,2,127,1,3,0
35,5,1,1,0,3442,1,0,2,12,3,431,3,41,0,3,0
55,10,0,1,0,3644,0,0,0,7,11,183,2,60,1,3,0
33,1,1,1,0,-475,1,0,1,17,11,498,4,0,0,3,1
28,1,2,0,0,3078,1,0,0,23,8,52,2,75,1,3,0
34,10,1,1,0,4967,0,0,0,13,11,149,3,37,0,3,0
47,8,1,0,0,994,0,0,0,23,3,321,2,42,0,3,1
32,6,1,1,0,-1818,0,0,2,17,6,10,2,4,0,3,0
44,1,0,1,0,1826,0,0,0,19,9,109,2,4,0,3,0
30,2,2,1,0,339,0,0,0,16,2,65,2,37,0,3,0
23,9,2,1,0,1575,1,0,0,6,11,152,2,66,0,3,0
46,7,1,1,0,-1673,0,0,0,13,9,63,2,4,0,3,0
30,8,2,1,0,-2537,0,0,0,24,4,116,2,78,0,3,0
33,1,1,1,0,6405,1,0,2,14,11,131,2,-1,0,3,1
55,2,2,1,0,-1755,0,0,0,6,2,32,2,132,1,3,0
40,5,2,1,0,1717,1,0,2,28,8,262,5,2,0,3,1
55,8,1,1,0,3226,1,1,0,18,0,62,2,779,11,0,0
36,9,1,1,0,925,0,0,0,16,8,252,2,473,6,1,0
38,8,1,2,0,1094,1,0,0,6,4,191,2,395,5,3,0
42,2,2,1,0,714,1,0,2,12,7,114,2,5,0,3,0
43,5,1,1,0,2352,1,0,1,18,10,495,2,5,0,3,0
53,11,1,1,0,3924,1,1,1,21,7,12,2,12,0,3,0
46,4,1,0,0,1172,1,0,0,27,6,301,5,25,0,3,0
43,10,1,0,0,1181,1,0,0,21,4,835,2,1,0,3,1
34,2,1,1,0,2339,1,0,0,16,3,82,2,489,7,3,0
45,11,1,1,0,2184,0,0,0,20,3,98,3,-1,0,3,0
28,11,1,2,0,1311,0,0,2,3,7,1051,2,183,1,3,0
44,3,1,3,0,-1747,1,0,0,20,11,236,2,18,0,3,0
53,5,2,1,0,1870,1,1,0,28,11,268,2,49,0,3,0
35,0,2,2,0,4077,1,0,0,12,0,81,2,1,0,3,0
45,10,1,2,0,2608,1,1,0,5,4,542,2,14,0,3,0
28,7,2,1,0,-2512,0,0,0,24,9,591,2,8,0,3,0
29,4,1,2,0,1616,1,0,2,23,11,429,2,48,0,3,0
55,2,1,2,0,1121,0,1,0,24,11,159,2,387,5,1,0
34,7,0,2,0,767,1,0,2,26,11,370,5,-1,0,3,0
37,1,1,2,0,-1732,0,0,0,15,9,176,3,33,0,3,0
39,4,2,0,0,-272,1,0,0,26,1,132,2,31,0,3,0
34,3,2,2,0,2830,1,0,0,22,5,241,2,15,0,3,0
34,9,0,2,0,-3146,1,0,0,4,7,691,2,-1,0,3,0
42,1,1,3,0,-21,0,0,0,31,0,257,2,18,0,3,0
40,10,2,1,0,1050,1,0,0,25,9,514,2,480,6,3,0
30,4,1,1,0,1178,1,1,2,2,7,29,3,0,0,3,0
45,6,2,1,0,3463,1,1,1,8,10,658,2,326,3,0,0
34,8,0,2,0,-2410,1,0,0,21,5,26,5,57,1,3,0
40,9,2,1,0,2458,0,1,0,29,4,20,2,93,1,3,1
29,3,2,0,0,2738,0,0,0,18,4,335,2,10,0,3,0
34,5,1,0,0,2143,1,0,2,21,1,81,4,24,0,1,0
26,0,2,1,0,2116,1,0,0,24,6,255,4,89,1,3,0
31,4,1,1,0,30,1,1,0,19,1,61,2,-1,0,3,0
34,8,1,2,0,1649,0,0,0,22,1,430,2,41,1,3,0
45,10,1,2,0,1792,0,0,0,10,7,232,2,104,1,3,0
38,3,2,2,0,-1464,1,0,2,14,9,395,3,79,1,3,0
47,6,1,2,0,-746,1,0,0,7,1,86,2,501,7,3,0
55,10,1,1,0,3219,0,0,0,21,10,199,2,1,0,3,0
41,5,2,2,0,5151,1,0,0,21,11,211,2,-1,0,3,0
47,9,1,0,0,3081,1,0,2,15,11,228,2,-1,0,3,0
29,7,1,1,0,764,1,0,0,30,4,19,3,-1,0,3,0
58,11,2,2,0,6684,1,0,0,15,2,1321,2,630,7,0,0
44,5,2,2,0,-1921,0,0,2,8,9,542,2,0,0,3,0
29,1,0,0,0,1625,1,0,0,15,10,188,2,26,0,3,0
36,7,0,1,0,128,1,0,2,4,10,425,2,14,0,3,1
38,3,0,1,0,93,1,0,0,5,11,318,2,-1,0,3,0
39,10,1,1,0,2723,1,0,0,30,2,175,4,13,0,3,0
39,11,1,1,0,5949,0,0,1,19,11,320,2,4,0,3,0
51,2,1,2,0,-1593,1,0,1,7,10,82,3,-1,0,3,0
66,6,1,2,0,-9,1,0,0,12,4,390,6,23,0,3,0
37,10,2,1,0,1449,1,0,0,27,4,161,2,305,3,3,0
28,11,1,2,0,2802,1,0,2,7,10,315,3,0,0,3,0
56,0,2,2,0,-1394,1,0,0,2,8,468,2,8,0,3,0
32,8,1,1,0,28,1,0,0,28,10,534,2,-1,0,1,0
35,6,2,1,0,2800,0,0,0,21,9,59,2,413,5,3,0
27,6,2,1,0,2959,1,0,0,31,3,223,3,50,1,3,0
46,3,1,1,0,4141,1,0,0,6,9,104,3,-1,0,3,0
39,3,2,2,0,-169,0,0,0,6,5,46,3,384,3,3,0
42,5,1,1,0,2254,0,1,0,31,5,113,2,98,1,3,0
36,5,1,1,0,4374,1,1,0,11,10,8,2,61,0,3,0
54,8,1,1,0,4451,1,0,0,27,4,102,2,123,1,0,0
34,10,1,1,0,2476,1,0,0,7,6,229,2,1,0,1,0
25,6,1,1,0,1383,1,1,0,19,10,93,2,0,0,3,0
33,7,2,1,0,2421,0,0,0,4,11,521,2,131,1,3,1
39,6,1,1,0,-2218,1,0,0,24,7,135,2,6,0,3,0
50,9,2,0,0,-1149,0,0,0,10,5,413,2,157,1,3,1
32,3,0,1,0,2411,1,0,0,21,11,79,2,209,2,3,0
56,2,1,1,0,-320,1,0,2,4,2,230,2,0,0,3,0
60,0,1,0,0,-238,0,1,1,20,11,291,6,36,0,3,0
49,9,2,2,0,907,1,0,0,15,3,183,3,26,0,3,0
42,8,2,2,0,631,1,0,0,5,0,488,4,732,12,3,0
47,5,0,2,0,6369,1,0,2,22,5,398,2,0,0,3,0
33,1,2,2,0,-969,1,0,0,29,3,587,2,-1,0,3,0
37,2,0,1,0,4376,0,0,2,23,4,190,3,2,0,3,0
33,10,1,1,0,3512,0,0,0,25,0,189,2,2,0,3,0
38,4,1,1,0,-138,1,0,1,29,6,364,3,133,1,3,0
39,0,1,1,0,-481,1,0,0,27,10,96,2,-1,0,0,0
33,8,1,1,0,1030,1,0,0,11,4,176,3,83,0,3,0
34,2,1,1,0,1970,0,1,1,17,11,30,2,104,1,3,1
55,2,1,2,0,-317,1,0,2,2,11,851,2,8,0,3,1
44,2,1,3,0,1201,1,0,2,23,4,34,3,39,0,0,0
30,6,1,0,0,2534,1,0,2,20,3,78,3,9,0,3,0
52,0,1,2,0,1271,1,0,0,19,9,602,6,26,0,3,0
28,7,1,1,0,-457,1,0,2,24,9,303,2,28,0,0,1
53,6,0,3,0,1434,1,0,1,5,11,88,2,5,0,3,0
37,10,1,2,0,994,1,0,0,3,8,899,2,-1,0,3,0
36,3,2,0,0,1310,1,0,0,24,10,326,2,3,0,3,0
50,10,1,2,0,1148,0,0,2,25,8,174,2,159,1,3,1
51,6,1,2,0,2705,0,0,2,25,9,58,2,5,0,3,0
38,0,2,1,0,1691,0,0,0,15,11,562,2,0,0,3,0
30,2,1,0,0,-2231,1,0,0,27,10,5,2,11,0,3,0
33,10,2,1,0,2028,0,1,2,5,4,250,2,3,0,2,0
30,6,2,1,0,-1707,0,1,0,21,7,453,3,149,1,3,0
36,11,2,2,0,2135,0,0,0,18,5,414,2,80,0,3,1
43,11,1,1,0,2713,1,0,0,25,1,288,2,7,0,3,0
28,9,2,2,0,2365,1,0,0,22,11,383,2,1,0,0,0
37,10,2,1,0,5155,1,0,0,7,7,198,2,-1,0,3,0
36,2,1,2,0,2030,1,1,0,7,4,46,3,20,0,3,0
34,10,2,1,0,1248,0,0,0,13,8,194,2,0,0,3,0
64,7,0,1,0,4900,1,0,0,28,9,548,2,-1,0,3,0
40,7,1,0,0,2370,0,1,1,30,4,242,2,-1,0,3,0
33,9,0,1,0,610,0,0,2,14,5,148,2,-1,0,3,0
30,11,2,2,0,-998,1,0,2,8,10,62,4,0,0,2,0
31,10,1,1,0,3640,0,0,0,26,7,196,3,-1,0,3,0
47,2,1,1,0,2107,1,0,0,26,2,202,2,255,2,3,0
52,4,1,1,0,2950,0,0,0,16,5,408,2,10,0,0,0
33,3,1,2,0,-2554,1,0,0,6,11,553,2,23,0,0,0
42,9,1,1,0,257,0,0,0,8,5,553,2,44,0,3,1
43,8,1,2,0,3203,1,0,1,16,9,447,4,-1,0,3,0
28,7,1,2,0,-2010,1,0,0,25,5,593,2,146,1,3,0
37,1,1,0,0,-535,0,0,0,13,11,32,3,9,0,3,0
22,7,2,1,0,3281,1,0,2,24,8,451,2,0,0,3,0
43,8,1,1,0,1852,0,0,0,2,10,113,2,68,1,3,0
42,6,1,2,0,3207,0,0,2,31,8,62,2,-1,0,3,0
48,8,1,1,0,1072,1,0,2,2,2,121,2,8,0,3,0
41,7,1,2,0,134,0,0,0,30,9,182,2,0,0,3,0
56,3,1,0,0,1604,1,0,0,22,7,193,2,261,3,3,0
54,4,1,1,0,3133,1,0,2,10,11,208,2,31,0,3,0
46,0,1,0,0,869,0,0,0,6,9,52,3,18,0,3,0
29,2,1,1,0,2583,0,1,0,5,4,412,2,108,0,3,0
34,4,1,1,0,2560,1,0,2,31,6,43,3,16,0,3,0
32,1,0,0,0,2599,1,0,1,7,10,356,4,19,0,3,1
39,8,2,0,0,1607,0,0,2,6,5,906,2,31,0,3,0
28,10,2,1,0,232,1,0,0,29,5,402,2,9,0,3,0
35,11,2,2,0,-673,0,0,1,26,11,43,3,-1,0,3,0
28,7,1,1,0,-924,1,0,0,8,6,171,6,17,0,3,0
28,1,1,1,0,457,1,1,0,16,10,6,2,25,0,3,0
35,0,1,1,0,2574,1,0,2,22,2,70,2,28,0,0,0
30,9,1,1,0,-611,0,0,2,5,8,153,2,107,0,3,0
25,11,1,1,0,384,1,0,0,13,2,305,4,39,0,0,0
43,5,1,1,0,2094,0,0,0,27,9,263,2,211,1,3,1
33,2,2,1,0,-2702,1,0,0,19,6,314,2,24,0,3,0
37,7,2,1,0,3126,1,0,0,5,7,121,2,617,11,3,0
45,10,2,1,0,2488,0,0,0,16,9,662,3,97,1,3,1
57,9,0,1,0,1986,1,0,0,22,5,127,4,9,0,3,0
36,2,2,2,0,2181,0,0,0,18,0,330,2,262,2,3,0
33,1,1,2,0,86,1,0,0,25,8,56,4,-1,0,3,0
55,7,1,0,0,1642,0,0,0,31,11,638,2,-1,0,2,0
25,1,1,2,0,-889,1,0,2,7,11,93,2,127,1,3,0
37,3,0,1,0,293,1,0,2,14,5,454,3,103,1,3,0
40,2,1,0,0,1630,1,0,0,15,11,113,2,397,6,3,1
42,3,1,2,0,4918,1,0,0,2,0,262,2,246,3,3,0
45,3,1,1,0,1752,1,0,0,24,8,28,2,87,1,0,0
47,7,1,1,0,191,0,0,0,15,8,46,2,126,1,3,0
39,11,2,1,0,-2105,1,1,2,26,10,416,3,0,0,3,0
28,9,0,1,0,3341,0,0,0,17,10,247,2,-1,0,3,0
32,5,1,2,1,501,1,0,0,10,1,448,2,298,2,3,0
60,5,1,1,0,901,0,0,2,23,5,76,3,-1,0,3,0
65,7,1,1,0,1694,0,0,0,25,11,300,2,271,3,3,0
22,4,2,1,0,-141,0,0,0,4,10,172,2,17,0,3,0
26,6,1,2,0,1546,0,1,0,2,7,612,2,46,1,3,0
63,1,1,2,0,6207,1,0,0,4,5,731,2,116,0,3,0
57,1,1,1,0,3133,1,0,0,3,5,517,3,37,0,3,0
31,1,2,2,0,4173,1,0,2,11,8,44,2,-1,0,3,0
40,1,1,3,0,5283,1,0,0,9,4,15,2,0,0,0,0
31,1,1,1,0,453,0,0,0,22,3,622,2,268,2,3,0
33,6,0,2,0,-31,0,0,0,7,7,52,2,-1,0,3,0
38,8,1,1,0,1550,1,0,2,23,5,239,2,24,0,3,0
28,10,2,1,0,3927,1,1,0,31,5,520,2,34,0,0,0
37,9,1,1,0,-750,0,0,0,22,3,49,2,52,0,3,0
23,4,0,0,0,-1216,1,0,0,18,10,26,3,0,0,3,0
29,3,0,2,0,2329,1,0,1,30,7,57,2,95,1,3,0
41,8,2,0,0,6768,0,0,0,13,4,671,2,92,1,3,1
33,8,1,2,0,-986,0,1,0,16,5,354,2,107,1,3,0
25,1,2,1,0,-2522,0,1,0,17,10,187,3,80,1,3,0
40,4,2,0,0,7419,1,0,0,5,2,295,2,429,5,3,0
55,3,1,0,0,2790,1,0,2,9,10,372,2,168,1,3,0
36,11,2,2,0,1520,1,0,2,25,9,219,3,-1,0,0,0
48,6,1,1,0,-2052,1,1,1,13,7,512,4,0,0,3,0
62,11,2,0,0,3794,0,0,0,13,6,394,2,9,0,3,0
31,3,1,2,0,1365,0,0,0,29,8,345,2,11,0,3,1
40,5,1,1,0,-580,0,0,0,19,8,271,2,2,0,3,0
40,9,1,2,0,1519,0,1,2,26,2,307,2,1,0,3,0
33,6,2,1,0,-1214,1,0,0,10,0,640,2,127,1,0,0
46,3,1,2,0,1680,1,0,0,3,6,215,4,45,1,1,0
37,7,1,2,0,2412,1,0,2,18,1,180,2,312,3,3,0
40,0,1,2,0,2236,1,0,0,16,11,110,2,573,9,3,0
33,10,2,1,0,6075,0,0,0,24,8,89,6,2,0,3,0
27,6,0,1,0,-1292,1,0,0,10,10,38,2,174,2,1,0
38,10,2,2,0,-919,0,0,0,31,6,139,4,31,0,3,0
33,0,2,0,0,-2548,1,0,2,5,11,103,2,456,5,0,0
68,1,1,1,0,2219,1,0,0,10,3,476,2,81,0,3,0
46,5,1,2,0,4690,1,0,0,7,10,394,3,14,0,3,0
40,0,1,0,0,2683,1,0,0,9,7,108,2,56,0,3,0
32,6,1,0,0,3341,1,0,0,5,11,188,2,606,11,3,1
47,0,1,1,0,1641,0,0,0,5,4,89,2,219,2,3,0
39,6,2,2,0,6257,0,0,0,3,6,253,2,4,0,2,0
41,8,2,1,0,1120,1,0,0,19,7,69,2,0,0,3,0
34,6,1,1,0,-31,0,0,0,18,3,483,3,-1,0,3,0
44,1,1,1,0,4629,0,0,2,18,1,26,3,-1,0,3,0
45,0,1,1,0,-1066,0,0,0,5,2,132,2,134,1,3,0
55,7,0,2,0,1333,1,0,0,10,8,160,2,62,0,3,0
39,1,2,1,0,2512,1,0,2,20,8,633,2,25,0,3,1
45,2,2,1,0,803,0,0,0,14,6,50,3,1,0,3,0
36,4,2,2,0,3404,0,0,0,4,6,189,3,0,0,3,0
41,2,1,2,0,1184,1,0,0,14,3,156,3,43,0,3,0
27,0,1,2,0,4188,1,0,0,28,1,371,5,37,0,2,0
37,9,1,2,0,-579,0,0,0,14,2,790,3,-1,0,3,0
36,10,1,0,0,289,1,0,0,9,11,283,2,36,0,3,0
51,1,1,2,0,-4412,0,1,0,10,11,536,2,55,0,3,0
25,8,2,1,0,-285,1,0,2,20,10,130,2,1,0,0,1
52,11,1,1,0,675,1,0,0,9,9,178,2,42,0,3,0
32,3,1,2,0,-171,1,0,0,16,8,143,3,438,5,3,0
37,9,1,1,0,871,1,1,0,8,7,619,2,12,0,3,0
48,11,1,2,0,2052,1,1,0,28,7,81,3,1,0,3,0
48,7,2,2,0,-2658,0,1,0,20,2,691,2,10,0,3,0
45,3,1,1,0,5071,1,1,0,28,10,73,5,480,6,3,1
47,9,1,2,0,-866,1,0,0,12,1,936,2,2,0,3,0
34,6,2,2,0,-1982,1,0,0,25,8,145,2,555,8,3,0
48,6,2,2,0,1840,1,0,0,6,10,40,2,-1,0,0,0
28,2,1,1,0,26,0,0,0,22,3,193,2,153,0,3,0
35,10,1,1,0,-1275,1,0,0,3,2,143,6,0,0,3,1
46,2,2,1,0,3887,1,0,0,3,9,25,2,68,0,3,0
36,8,2,1,0,4640,1,0,0,13,4,212,3,1,0,3,1
31,3,1,1,0,-2304,0,0,2,31,6,110,3,0,0,3,0
52,5,2,3,0,1556,1,0,2,2,10,419,2,9,0,1,1
38,0,0,1,0,2584,0,1,0,21,11,73,3,247,2,3,0
38,5,1,1,0,-645,1,0,2,22,1,188,3,7,0,3,0
26,10,1,1,0,269,1,0,0,10,11,226,3,37,0,3,0
44,10,2,1,0,-10,0,1,0,22,6,322,2,225,1,3,0
66,1,1,1,0,-636,1,0,2,6,11,124,2,428,4,3,0
31,2,2,0,0,1108,1,0,0,17,1,33,2,447,7,3,0
40,10,0,2,0,-5,0,0,0,24,10,233,2,44,0,1,1
39,3,1,1,0,2386,0,1,2,26,9,121,2,19,0,3,0
42,3,1,1,0,6439,1,0,0,16,4,6,4,1,0,2,0
40,6,2,1,0,2670,1,1,0,29,11,15,2,54,0,0,0
39,8,1,1,0,-394,0,0,0,27,10,398,3,209,3,3,0
40,3,1,2,0,1196,0,0,0,12,6,102,2,-1,0,3,0
51,9,1,1,0,642,0,0,0,18,0,197,2,358,3,3,0
27,4,2,1,0,5,1,0,2,5,10,225,2,2,0,3,0
35,6,1,2,0,466,1,0,0,11,3,146,2,0,0,3,0
33,2,2,3,0,1942,0,0,1,17,11,148,2,-1,0,2,0
40,10,1,1,0,3522,1,0,0,3,10,181,2,591,7,3,0
41,4,1,1,0,1611,1,0,0,10,5,25,4,12,0,3,0
47,1,0,1,0,-1987,1,0,2,29,4,89,2,253,3,3,0
31,4,1,1,0,-869,0,0,2,12,11,249,2,31,0,3,1
28,3,2,1,0,-1918,1,0,0,24,8,118,2,7,0,3,0
37,2,1,1,0,4194,1,0,2,27,9,245,2,140,1,3,0
29,0,0,0,0,-43,1,0,0,15,11,693,2,126,1,3,0
46,7,1,2,0,959,0,0,0,26,1,371,2,147,1,3,0
